item_id,description,region_id,year,price
310102,DRAUGHT BITTER (PER PINT),UKN,2000,1.9693832
310102,DRAUGHT BITTER (PER PINT),UKN,2001,2.0313852
310102,DRAUGHT BITTER (PER PINT),UKN,2002,2.056909
310102,DRAUGHT BITTER (PER PINT),UKN,2003,2.0663204
310102,DRAUGHT BITTER (PER PINT),UKN,2004,2.2222564
310102,DRAUGHT BITTER (PER PINT),UKN,2005,2.2657635
310102,DRAUGHT BITTER (PER PINT),UKN,2006,2.3236566
310102,DRAUGHT BITTER (PER PINT),UKN,2007,2.4229517
310102,DRAUGHT BITTER (PER PINT),UKN,2008,2.4718943
310102,DRAUGHT BITTER (PER PINT),UKN,2009,2.6153364
310102,DRAUGHT BITTER (PER PINT),UKN,2010,2.7262092
310102,DRAUGHT BITTER (PER PINT),UKN,2011,2.8474452
310102,DRAUGHT BITTER (PER PINT),UKN,2012,2.885298
310102,DRAUGHT BITTER (PER PINT),UKN,2013,2.8164864
310102,DRAUGHT BITTER (PER PINT),UKN,2014,3.005045
310102,DRAUGHT BITTER (PER PINT),UKN,2015,3.0612621
310102,DRAUGHT BITTER (PER PINT),UKN,2016,3.2801573
310102,DRAUGHT BITTER (PER PINT),UKN,2017,3.4335136
310102,DRAUGHT BITTER (PER PINT),UKN,2018,3.5671318
310102,DRAUGHT BITTER (PER PINT),UKN,2019,3.815182
310102,DRAUGHT BITTER (PER PINT),UKN,2020,4.0774508
310102,DRAUGHT BITTER (PER PINT),UKN,2021,4.3545456
310102,DRAUGHT BITTER (PER PINT),UKN,2022,4.3808603
310102,DRAUGHT BITTER (PER PINT),UKN,2023,4.8231707
310102,DRAUGHT BITTER (PER PINT),UKN,2024,5.2368855
310102,DRAUGHT BITTER (PER PINT),UKN,2025,5.6102567
