Date,P,D,E,CPI,Fraction,Rate GS10,Price,Dividend, Price ,Earnings, Earnings ,CAPE,,TR CAPE,,Yield,Returns,Returns,Real Return,Real Return,Returns,,,,
1914.02,8.48,0.47,0.61,9.90,1914.12,4.17,278.74,15.45,"2,409.77",20.11,173.83,11.91,,15.24,,5.80%,1.00,7.23,1.29%,-0.99%,2.28%,,,,
1914.03,8.32,0.47,0.60,9.90,1914.21,4.17,273.48,15.28,"2,375.31",19.80,172.01,11.69,,14.97,,6.07%,1.00,7.25,1.35%,-0.91%,2.27%,,,,
1914.04,8.12,0.46,0.59,9.80,1914.29,4.18,269.63,15.27,"2,352.92",19.70,171.92,11.52,,14.78,,6.20%,1.00,7.35,1.33%,-0.94%,2.26%,,,,
1914.05,8.17,0.46,0.58,9.90,1914.37,4.19,268.55,14.96,"2,354.38",19.20,168.35,11.48,,14.74,,6.57%,1.00,7.30,1.34%,-0.82%,2.16%,,,,
1914.06,8.13,0.45,0.58,9.90,1914.46,4.19,267.24,14.79,"2,353.66",18.90,166.46,11.43,,14.69,,6.60%,1.00,7.32,1.58%,-0.80%,2.39%,,,,
1914.07,7.68,0.45,0.57,10.00,1914.54,4.20,249.92,14.48,"2,211.77",18.41,162.95,10.69,,13.77,,7.30%,1.00,7.26,2.67%,-0.74%,3.42%,,,,
1914.08,7.68,0.44,0.56,10.20,1914.62,4.21,245.02,14.04,"2,178.76",17.76,157.93,10.49,,13.53,,7.55%,1.00,7.14,3.29%,-0.47%,3.76%,,,,
1914.09,7.68,0.44,0.55,10.20,1914.71,4.21,245.02,13.88,"2,189.04",17.47,156.05,10.50,,13.56,,7.42%,1.00,7.16,3.13%,-0.51%,3.64%,,,,
1914.1,7.68,0.43,0.54,10.10,1914.79,4.22,247.45,13.85,"2,221.03",17.34,155.67,10.61,,13.72,,7.21%,1.00,7.26,2.84%,-0.65%,3.49%,,,,
1914.11,7.68,0.43,0.53,10.20,1914.87,4.23,245.02,13.56,"2,209.40",16.88,152.24,10.52,,13.62,,7.16%,1.00,7.21,3.50%,-0.54%,4.04%,,,,
1914.12,7.35,0.42,0.52,10.10,1914.96,4.23,236.81,13.53,"2,145.57",16.75,151.80,10.17,,13.19,,7.38%,1.00,7.30,4.34%,-0.68%,5.01%,,,,
1915.01,7.48,0.42,0.55,10.10,1915.04,4.24,241.00,13.56,"2,193.75",17.72,161.31,10.36,,13.46,,7.19%,1.00,7.32,4.57%,-0.66%,5.23%,,,,
1915.02,7.38,0.42,0.58,10.00,1915.12,4.22,240.16,13.72,"2,196.48",18.87,172.62,10.33,,13.44,,7.13%,1.00,7.43,4.75%,-0.71%,5.46%,,,,
1915.03,7.57,0.42,0.61,9.90,1915.21,4.21,248.83,13.89,"2,286.37",20.05,184.24,10.71,,13.94,,6.82%,1.00,7.54,4.04%,-0.87%,4.91%,,,,
1915.04,8.14,0.42,0.64,10.00,1915.29,4.19,264.89,13.77,"2,444.49",20.83,192.20,11.40,,14.86,,6.37%,1.00,7.50,3.35%,-0.71%,4.06%,,,,
1915.05,7.95,0.42,0.67,10.10,1915.37,4.18,256.15,13.67,"2,374.30",21.59,200.10,11.03,,14.38,,6.90%,1.00,7.46,3.96%,-0.67%,4.64%,,,,
1915.06,8.04,0.43,0.70,10.10,1915.46,4.16,259.05,13.69,"2,411.76",22.55,209.98,11.15,,14.55,,6.81%,1.00,7.50,3.91%,-0.79%,4.70%,,,,
1915.07,8.01,0.43,0.73,10.10,1915.54,4.15,258.08,13.72,"2,413.40",23.52,219.95,11.11,,14.50,,6.86%,1.00,7.54,4.12%,-0.91%,5.03%,,,,
1915.08,8.35,0.43,0.76,10.10,1915.62,4.13,269.03,13.75,"2,526.56",24.49,229.96,11.58,,15.11,,6.40%,1.00,7.57,3.83%,-0.91%,4.74%,,,,
1915.09,8.66,0.43,0.79,10.10,1915.71,4.11,279.02,13.77,"2,631.14",25.45,240.02,12.01,,15.66,,6.22%,1.00,7.61,3.69%,-0.92%,4.60%,,,,
1915.1,9.14,0.43,0.82,10.20,1915.79,4.10,291.60,13.66,"2,760.49",26.16,247.66,12.55,,16.35,,5.98%,1.00,7.57,3.57%,-0.82%,4.39%,,,,
1915.11,9.46,0.43,0.85,10.30,1915.87,4.08,298.88,13.56,"2,840.09",26.85,255.19,12.86,,16.74,,5.79%,1.00,7.53,3.46%,-0.90%,4.35%,,,,
1915.12,9.48,0.43,0.88,10.30,1915.96,4.07,299.51,13.59,"2,856.86",27.80,265.19,12.88,,16.75,,5.68%,1.00,7.56,3.66%,-0.84%,4.51%,,,,
1916.01,9.33,0.44,0.93,10.40,1916.04,4.05,291.94,13.79,"2,795.58",29.23,279.92,12.54,,16.30,,6.00%,1.00,7.53,4.09%,-0.75%,4.84%,,,,
1916.02,9.20,0.45,0.99,10.40,1916.12,4.07,287.87,14.13,"2,767.91",30.92,297.34,12.35,,16.03,,6.11%,1.00,7.54,4.25%,-0.72%,4.97%,,,,
1916.03,9.17,0.46,1.04,10.50,1916.21,4.08,284.20,14.33,"2,744.09",32.29,311.81,12.18,,15.79,,6.31%,1.00,7.49,3.71%,-0.54%,4.25%,,,,
1916.04,9.07,0.47,1.10,10.60,1916.29,4.10,278.45,14.53,"2,700.25",33.68,326.59,11.91,,15.42,,6.57%,1.00,7.43,3.58%,-0.47%,4.04%,,,,
1916.05,9.27,0.48,1.15,10.70,1916.37,4.11,281.93,14.73,"2,745.90",35.01,340.94,12.03,,15.55,,6.46%,1.00,7.38,3.58%,-0.28%,3.86%,,,,
1916.06,9.36,0.50,1.21,10.80,1916.46,4.13,282.03,14.91,"2,759.00",36.31,355.19,12.00,,15.49,,6.56%,1.00,7.33,4.12%,-0.10%,4.22%,,,,
1916.07,9.23,0.51,1.26,10.80,1916.54,4.14,278.11,15.24,"2,733.10",37.94,372.80,11.79,,15.21,,7.04%,1.00,7.34,4.81%,0.04%,4.77%,,,,
1916.08,9.30,0.52,1.31,10.90,1916.62,4.16,277.65,15.43,"2,741.20",39.20,387.01,11.73,,15.11,,6.93%,1.00,7.29,5.29%,0.22%,5.07%,,,,
1916.09,9.68,0.53,1.37,11.10,1916.71,4.17,283.79,15.46,"2,814.52",40.11,397.75,11.94,,15.36,,6.83%,1.00,7.18,5.16%,0.38%,4.78%,,,,
1916.1,9.98,0.54,1.42,11.30,1916.79,4.19,287.40,15.50,"2,863.20",40.95,407.96,12.05,,15.46,,6.70%,1.00,7.07,4.72%,0.53%,4.20%,,,,
1916.11,10.21,0.55,1.48,11.50,1916.87,4.20,288.91,15.54,"2,891.14",41.77,417.96,12.05,,15.44,,6.75%,1.00,6.96,4.74%,0.68%,4.07%,,,,
1916.12,9.80,0.56,1.53,11.60,1916.96,4.22,274.92,15.71,"2,764.22",42.92,431.56,11.41,,14.60,,7.18%,1.00,6.91,5.50%,0.79%,4.70%,,,,
1917.01,9.57,0.57,1.51,11.70,1917.04,4.23,266.18,15.88,"2,689.58",41.97,424.09,10.99,,14.04,,7.70%,1.00,6.87,5.88%,1.02%,4.86%,,,,
1917.02,9.03,0.58,1.49,12.00,1917.12,4.26,244.88,15.77,"2,487.65",40.35,409.93,10.06,,12.84,,8.55%,1.00,6.71,7.02%,1.35%,5.67%,,,,
1917.03,9.31,0.59,1.47,12.00,1917.21,4.29,252.47,16.07,"2,578.39",39.81,406.56,10.33,,13.17,,8.38%,1.00,6.72,6.91%,1.43%,5.48%,,,,
1917.04,9.17,0.60,1.45,12.60,1917.29,4.32,236.83,15.58,"2,431.95",37.37,383.75,9.64,,12.29,,9.54%,1.00,6.40,7.84%,1.94%,5.90%,,,,
1917.05,8.86,0.61,1.43,12.80,1917.37,4.34,225.25,15.61,"2,326.38",36.25,374.43,9.14,,11.65,,10.03%,1.00,6.31,8.67%,2.06%,6.61%,,,,
1917.06,9.04,0.63,1.41,13.00,1917.46,4.37,226.29,15.65,"2,350.59",35.17,365.33,9.15,,11.67,,10.04%,1.00,6.22,8.62%,2.12%,6.50%,,,,
1917.07,8.79,0.64,1.38,12.80,1917.54,4.40,223.47,16.16,"2,335.29",35.19,367.70,9.00,,11.49,,10.03%,1.00,6.33,9.16%,2.15%,7.01%,,,,
1917.08,8.53,0.65,1.36,13.00,1917.62,4.43,213.52,16.19,"2,245.45",34.12,358.80,8.57,,10.95,,10.72%,1.00,6.24,10.26%,2.38%,7.88%,,,,
1917.09,8.12,0.66,1.34,13.30,1917.71,4.46,198.68,16.09,"2,103.40",32.86,347.89,7.95,,10.17,,11.84%,1.00,6.11,11.58%,2.57%,9.01%,,,,
1917.1,7.68,0.67,1.32,13.50,1917.79,4.49,185.13,16.11,"1,974.16",31.87,339.82,7.39,,9.47,,12.82%,1.00,6.03,12.09%,2.68%,9.42%,,,,
1917.11,7.04,0.68,1.30,13.50,1917.87,4.51,169.70,16.37,"1,824.20",31.36,337.11,6.75,,8.69,,14.50%,1.00,6.04,13.34%,2.75%,10.59%,,,,
1917.12,6.80,0.69,1.28,13.70,1917.96,4.54,161.52,16.39,"1,750.97",30.40,329.59,6.41,,8.28,,15.63%,1.00,5.96,14.12%,2.92%,11.20%,,,,
1918.01,7.21,0.68,1.26,14.00,1918.04,4.57,167.59,15.81,"1,831.04",29.19,318.97,6.64,,8.60,,15.41%,1.00,5.84,13.69%,3.15%,10.54%,,,,
1918.02,7.43,0.67,1.23,14.10,1918.12,4.56,171.48,15.46,"1,887.60",28.43,312.99,6.78,,8.81,,15.29%,1.00,5.82,13.39%,3.31%,10.07%,,,,
1918.03,7.28,0.66,1.21,14.00,1918.21,4.56,169.22,15.34,"1,876.78",28.08,311.42,6.69,,8.70,,15.44%,1.00,5.89,14.09%,3.20%,10.88%,,,,
1918.04,7.21,0.65,1.18,14.20,1918.29,4.55,165.23,14.90,"1,846.32",27.11,302.94,6.52,,8.51,,15.85%,1.00,5.83,15.01%,3.31%,11.70%,,,,
1918.05,7.44,0.64,1.16,14.50,1918.37,4.55,166.97,14.36,"1,879.18",26.01,292.74,6.58,,8.61,,15.94%,1.00,5.73,15.13%,3.44%,11.70%,,,,
1918.06,7.45,0.63,1.14,14.70,1918.46,4.54,164.92,13.95,"1,869.18",25.13,284.77,6.50,,8.52,,16.29%,1.00,5.68,14.72%,3.60%,11.12%,,,,
1918.07,7.51,0.62,1.11,15.10,1918.54,4.54,161.85,13.36,"1,846.94",23.94,273.23,6.37,,8.38,,16.76%,1.00,5.55,14.99%,3.85%,11.14%,,,,
1918.08,7.58,0.61,1.09,15.40,1918.62,4.53,160.17,12.89,"1,840.10",22.97,263.88,6.30,,8.31,,17.15%,1.00,5.47,15.44%,4.02%,11.42%,,,,
1918.09,7.54,0.60,1.06,15.70,1918.71,4.52,156.28,12.44,"1,807.32",22.03,254.80,6.15,,8.12,,17.76%,1.00,5.39,16.33%,4.07%,12.27%,,,,
1918.1,7.86,0.59,1.04,16.00,1918.79,4.52,159.86,12.00,"1,860.26",21.11,245.67,6.29,,8.33,,17.48%,1.00,5.31,16.34%,4.29%,12.05%,,,,
1918.11,8.06,0.58,1.01,16.30,1918.87,4.51,160.91,11.58,"1,883.72",20.24,236.98,6.33,,8.40,,17.46%,1.00,5.23,16.99%,4.45%,12.54%,,,,
1918.12,7.90,0.57,0.99,16.50,1918.96,4.51,155.81,11.24,"1,834.91",19.53,229.94,6.13,,8.15,,18.00%,1.00,5.19,17.45%,4.61%,12.84%,,,,
1919.01,7.85,0.57,0.99,16.50,1919.04,4.50,154.82,11.18,"1,834.26",19.43,230.16,6.10,,8.12,,18.21%,1.00,5.21,18.33%,4.58%,13.75%,,,,
1919.02,7.88,0.56,0.98,16.20,1919.12,4.54,158.29,11.32,"1,886.54",19.69,234.62,6.24,,8.33,,17.50%,1.00,5.31,18.09%,4.43%,13.66%,,,,
1919.03,8.12,0.56,0.98,16.40,1919.21,4.58,161.12,11.11,"1,931.33",19.35,231.90,6.36,,8.50,,17.29%,1.00,5.25,18.12%,4.67%,13.45%,,,,
1919.04,8.39,0.56,0.97,16.70,1919.29,4.62,163.49,10.85,"1,970.54",18.90,227.82,6.46,,8.65,,16.98%,1.00,5.16,17.92%,4.96%,12.95%,,,,
1919.05,8.97,0.55,0.97,16.90,1919.37,4.66,172.72,10.65,"2,092.53",18.58,225.12,6.83,,9.16,,16.11%,1.00,5.10,17.35%,5.07%,12.28%,,,,
1919.06,9.21,0.55,0.96,16.90,1919.46,4.70,177.34,10.59,"2,159.21",18.49,225.06,7.02,,9.43,,15.57%,1.00,5.11,17.17%,5.06%,12.11%,,,,
1919.07,9.51,0.55,0.96,17.40,1919.54,4.74,177.86,10.22,"2,175.85",17.86,218.50,7.05,,9.48,,15.77%,1.00,4.96,17.98%,5.29%,12.69%,,,,
1919.08,8.87,0.54,0.95,17.70,1919.62,4.77,163.08,9.99,"2,005.21",17.47,214.76,6.48,,8.71,,17.06%,1.00,4.88,19.64%,5.51%,14.13%,,,,
1919.09,9.01,0.54,0.95,17.80,1919.71,4.81,164.72,9.87,"2,035.53",17.28,213.49,6.56,,8.83,,16.79%,1.00,4.86,19.96%,5.61%,14.34%,,,,
1919.1,9.47,0.54,0.94,18.10,1919.79,4.85,170.26,9.65,"2,113.93",16.90,209.83,6.79,,9.15,,16.19%,1.00,4.79,18.21%,5.83%,12.38%,,,,
1919.11,9.19,0.53,0.94,18.50,1919.87,4.89,161.65,9.38,"2,016.77",16.45,205.19,6.47,,8.72,,17.03%,1.00,4.69,15.21%,6.11%,9.11%,,,,
1919.12,8.92,0.53,0.93,18.90,1919.96,4.93,153.58,9.13,"1,925.58",16.01,200.76,6.16,,8.32,,17.88%,1.00,4.59,16.31%,6.44%,9.88%,,,,
1920.01,8.83,0.53,0.92,19.30,1920.04,4.97,148.88,8.91,"1,875.95",15.50,195.29,5.99,,8.09,,18.63%,1.00,4.50,16.90%,6.76%,10.13%,,,,
1920.02,8.10,0.53,0.91,19.50,1920.12,4.98,135.17,8.79,"1,712.44",15.16,192.03,5.46,,7.38,,20.37%,1.00,4.47,18.80%,6.93%,11.87%,,,,
1920.03,8.67,0.53,0.90,19.70,1920.21,4.99,143.22,8.67,"1,823.49",14.83,188.76,5.80,,7.86,,19.18%,1.00,4.44,18.60%,7.09%,11.51%,,,,
1920.04,8.60,0.52,0.89,20.30,1920.29,5.00,137.86,8.39,"1,764.21",14.21,181.90,5.60,,7.60,,20.00%,1.00,4.32,19.70%,7.34%,12.36%,,,,
1920.05,8.06,0.52,0.88,20.60,1920.37,5.01,127.32,8.24,"1,638.14",13.84,178.00,5.19,,7.05,,21.77%,1.00,4.27,19.96%,7.55%,12.41%,,,,
1920.06,7.92,0.52,0.87,20.90,1920.46,5.02,123.32,8.10,"1,595.27",13.47,174.23,5.04,,6.86,,22.57%,1.00,4.23,19.12%,7.76%,11.36%,,,,
1920.07,7.91,0.52,0.85,20.80,1920.54,5.03,123.75,8.11,"1,609.65",13.36,173.83,5.08,,6.93,,22.36%,1.00,4.26,18.94%,7.82%,11.12%,,,,
1920.08,7.60,0.52,0.84,20.30,1920.62,5.04,121.83,8.28,"1,593.64",13.52,176.83,5.02,,6.86,,22.43%,1.00,4.38,19.03%,7.61%,11.41%,,,,
1920.09,7.87,0.52,0.83,20.00,1920.71,5.05,128.05,8.38,"1,684.14",13.55,178.15,5.30,,7.25,,21.33%,1.00,4.46,18.34%,7.38%,10.96%,,,,
1920.1,7.88,0.51,0.82,19.90,1920.79,5.06,128.86,8.39,"1,703.96",13.44,177.68,5.35,,7.33,,21.39%,1.00,4.50,16.59%,7.38%,9.21%,,,,
1920.11,7.48,0.51,0.81,19.80,1920.87,5.07,122.94,8.41,"1,634.90",13.33,177.22,5.13,,7.04,,22.37%,1.00,4.54,16.32%,7.38%,8.94%,,,,
1920.12,6.81,0.51,0.80,19.40,1920.96,5.08,114.23,8.55,"1,528.63",13.42,179.57,4.78,,6.58,,23.53%,1.00,4.65,16.57%,7.35%,9.23%,,,,
1921.01,7.11,0.51,0.76,19.00,1921.04,5.09,121.77,8.66,"1,639.23",12.97,174.64,5.12,,7.06,,21.92%,1.01,4.76,16.31%,7.25%,9.06%,,,,
1921.02,7.06,0.50,0.72,18.40,1921.12,5.02,124.86,8.87,"1,690.73",12.65,171.23,5.27,,7.29,,21.41%,1.01,4.96,17.01%,6.94%,10.07%,,,,
1921.03,6.88,0.50,0.67,18.30,1921.21,4.96,122.34,8.85,"1,666.61",11.96,162.91,5.19,,7.19,,21.61%,1.01,5.04,17.53%,6.86%,10.67%,,,,
1921.04,6.91,0.49,0.63,18.10,1921.29,4.89,124.23,8.87,"1,702.44",11.33,155.22,5.30,,7.35,,21.52%,1.01,5.14,16.24%,6.72%,9.53%,,,,
1921.05,7.12,0.49,0.59,17.70,1921.37,4.83,130.90,8.99,"1,804.09",10.80,148.86,5.61,,7.80,,20.30%,1.01,5.31,14.61%,6.52%,8.09%,,,,
1921.06,6.55,0.49,0.55,17.60,1921.46,4.76,121.11,8.97,"1,679.39",10.08,139.74,5.22,,7.27,,21.64%,1.01,5.39,15.27%,6.51%,8.76%,,,,
1921.07,6.53,0.48,0.50,17.70,1921.54,4.70,120.06,8.84,"1,675.02",9.24,128.90,5.20,,7.26,,21.72%,1.01,5.40,15.74%,6.48%,9.26%,,,,
1921.08,6.45,0.48,0.46,17.70,1921.62,4.63,118.58,8.76,"1,664.69",8.46,118.72,5.16,,7.23,,21.59%,1.01,5.45,15.52%,6.39%,9.13%,,,,
1921.09,6.61,0.47,0.42,17.50,1921.71,4.56,122.92,8.79,"1,735.76",7.76,109.63,5.38,,7.55,,20.64%,1.01,5.57,13.34%,6.25%,7.09%,,,,
1921.1,6.70,0.47,0.38,17.50,1921.79,4.50,124.59,8.71,"1,769.64",6.97,99.05,5.48,,7.71,,20.36%,1.01,5.62,11.66%,6.23%,5.43%,,,,
1921.11,7.06,0.46,0.33,17.40,1921.87,4.43,132.04,8.68,"1,885.72",6.22,88.81,5.84,,8.24,,19.35%,1.01,5.70,11.33%,6.22%,5.11%,,,,
1921.12,7.31,0.46,0.29,17.30,1921.96,4.37,137.50,8.65,"1,974.08",5.45,78.32,6.11,,8.65,,18.70%,1.01,5.78,8.71%,6.15%,2.56%,,,,
1922.01,7.30,0.46,0.32,16.90,1922.04,4.30,140.57,8.94,"2,028.73",6.23,89.85,6.29,,8.92,,17.95%,1.00,5.97,8.54%,6.03%,2.51%,,,,
1922.02,7.46,0.47,0.36,16.90,1922.12,4.31,143.65,9.02,"2,084.04",6.87,99.65,6.46,,9.19,,17.41%,1.00,5.99,8.39%,6.21%,2.18%,,,,
1922.03,7.74,0.47,0.39,16.70,1922.21,4.31,150.82,9.21,"2,199.29",7.60,110.82,6.82,,9.72,,16.24%,1.00,6.08,8.01%,6.18%,1.82%,,,,
1922.04,8.21,0.48,0.42,16.70,1922.29,4.32,159.98,9.29,"2,344.13",8.25,120.86,7.27,,10.38,,15.01%,1.00,6.10,4.59%,6.28%,-1.69%,,,,
1922.05,8.53,0.48,0.46,16.70,1922.37,4.32,166.22,9.37,"2,446.93",8.90,131.01,7.59,,10.85,,14.43%,1.00,6.12,3.05%,6.46%,-3.42%,,,,
1922.06,8.45,0.49,0.49,16.70,1922.46,4.33,164.66,9.45,"2,435.58",9.55,141.23,7.56,,10.82,,14.59%,1.00,6.14,1.81%,6.57%,-4.76%,,,,
1922.07,8.51,0.49,0.52,16.80,1922.54,4.33,164.84,9.48,"2,449.95",10.14,150.65,7.60,,10.89,,14.57%,1.00,6.13,2.36%,6.65%,-4.30%,,,,
1922.08,8.83,0.49,0.56,16.60,1922.62,4.34,173.10,9.67,"2,584.68",10.91,162.96,8.02,,11.50,,13.65%,1.00,6.22,6.19%,6.63%,-0.44%,,,,
1922.09,9.06,0.50,0.59,16.60,1922.71,4.34,177.61,9.75,"2,664.14",11.57,173.49,8.27,,11.86,,13.17%,1.00,6.24,7.00%,6.73%,0.27%,,,,
1922.1,9.26,0.50,0.62,16.70,1922.79,4.35,180.44,9.78,"2,718.87",12.15,183.01,8.43,,12.11,,12.99%,1.00,6.22,5.35%,6.90%,-1.55%,,,,
1922.11,8.80,0.51,0.66,16.80,1922.87,4.35,170.46,9.80,"2,580.73",12.72,192.59,8.00,,11.49,,13.69%,1.00,6.20,5.95%,7.07%,-1.12%,,,,
1922.12,8.78,0.51,0.69,16.90,1922.96,4.36,169.06,9.82,"2,572.02",13.29,202.13,7.96,,11.45,,13.90%,1.00,6.19,5.78%,7.24%,-1.46%,,,,
1923.01,8.90,0.51,0.71,16.80,1923.04,4.36,172.39,9.91,"2,635.26",13.83,211.47,8.15,,11.73,,13.44%,1.01,6.24,6.15%,7.36%,-1.21%,,,,
1923.02,9.28,0.51,0.74,16.80,1923.12,4.34,179.75,9.94,"2,760.44",14.30,219.62,8.53,,12.27,,12.92%,1.01,6.28,4.57%,7.51%,-2.94%,,,,
1923.03,9.43,0.52,0.76,16.80,1923.21,4.31,182.66,9.98,"2,817.82",14.77,227.85,8.70,,12.51,,12.72%,1.01,6.32,4.47%,7.58%,-3.11%,,,,
1923.04,9.10,0.52,0.79,16.90,1923.29,4.29,175.23,9.95,"2,715.91",15.15,234.79,8.37,,12.04,,13.26%,1.01,6.31,5.98%,7.63%,-1.65%,,,,
1923.05,8.67,0.52,0.81,16.90,1923.37,4.26,166.95,9.98,"2,600.47",15.61,243.19,8.00,,11.51,,13.95%,1.01,6.35,9.21%,7.61%,1.60%,,,,
1923.06,8.34,0.52,0.84,17.00,1923.46,4.24,159.65,9.95,"2,499.70",15.98,250.27,7.67,,11.04,,14.46%,1.01,6.35,11.35%,7.57%,3.77%,,,,
1923.07,8.06,0.52,0.86,17.20,1923.54,4.21,152.49,9.87,"2,400.56",16.26,255.90,7.35,,10.57,,15.08%,1.01,6.31,12.36%,7.35%,5.01%,,,,
1923.08,8.10,0.52,0.88,17.10,1923.62,4.19,154.15,9.96,"2,439.65",16.81,266.04,7.44,,10.72,,14.87%,1.01,6.38,11.56%,7.19%,4.37%,,,,
1923.09,8.15,0.53,0.91,17.20,1923.71,4.16,154.20,9.93,"2,453.54",17.17,273.20,7.46,,10.75,,14.82%,1.01,6.38,11.44%,7.24%,4.21%,,,,
1923.1,8.03,0.53,0.93,17.30,1923.79,4.14,151.05,9.91,"2,416.58",17.53,280.39,7.32,,10.55,,15.17%,1.01,6.37,10.52%,7.28%,3.24%,,,,
1923.11,8.27,0.53,0.96,17.30,1923.87,4.11,155.56,9.94,"2,502.05",17.98,289.17,7.55,,10.88,,14.67%,1.01,6.41,10.44%,7.27%,3.17%,,,,
1923.12,8.55,0.53,0.98,17.30,1923.96,4.09,160.83,9.97,"2,600.13",18.43,298.03,7.81,,11.26,,14.35%,1.01,6.44,10.27%,7.25%,3.02%,,,,
1924.01,8.83,0.53,0.98,17.30,1924.04,4.06,166.09,10.00,"2,698.75",18.36,298.24,8.07,,11.63,,13.96%,1.00,6.48,10.51%,7.24%,3.27%,,,,
1924.02,8.87,0.53,0.97,17.20,1924.12,4.04,167.82,10.09,"2,740.40",18.38,300.21,8.16,,11.76,,13.89%,1.00,6.55,11.08%,7.09%,3.99%,,,,
1924.03,8.70,0.54,0.97,17.10,1924.21,4.03,165.56,10.18,"2,717.45",18.41,302.20,8.06,,11.61,,14.00%,1.00,6.62,10.63%,7.03%,3.60%,,,,
1924.04,8.50,0.54,0.96,17.00,1924.29,4.01,162.71,10.27,"2,684.65",18.44,304.25,7.92,,11.42,,14.27%,1.00,6.69,10.99%,6.97%,4.01%,,,,
1924.05,8.47,0.54,0.96,17.00,1924.37,3.99,162.13,10.30,"2,689.34",18.36,304.56,7.90,,11.38,,14.22%,1.00,6.72,9.83%,6.98%,2.85%,,,,
1924.06,8.63,0.54,0.96,17.00,1924.46,3.98,165.20,10.34,"2,754.43",18.28,304.81,8.05,,11.60,,14.00%,1.00,6.75,9.67%,6.90%,2.77%,,,,
1924.07,9.03,0.54,0.95,17.10,1924.54,3.96,171.84,10.31,"2,879.57",18.09,303.20,8.38,,12.07,,13.49%,1.00,6.74,8.70%,6.96%,1.73%,,,,
1924.08,9.34,0.54,0.95,17.00,1924.62,3.94,178.79,10.40,"3,010.47",18.12,305.14,8.72,,12.56,,12.77%,1.00,6.81,7.83%,6.90%,0.93%,,,,
1924.09,9.25,0.55,0.94,17.10,1924.71,3.93,176.03,10.37,"2,978.58",17.94,303.49,8.58,,12.36,,13.03%,1.00,6.81,7.56%,6.81%,0.76%,,,,
1924.1,9.13,0.55,0.94,17.20,1924.79,3.91,172.74,10.34,"2,937.43",17.75,301.88,8.42,,12.13,,13.44%,1.00,6.80,7.92%,6.95%,0.97%,,,,
1924.11,9.64,0.55,0.93,17.20,1924.87,3.89,182.39,10.37,"3,116.21",17.67,301.99,8.89,,12.80,,12.72%,1.00,6.83,7.63%,6.95%,0.68%,,,,
1924.12,10.16,0.55,0.93,17.30,1924.96,3.88,191.11,10.35,"3,280.05",17.49,300.24,9.31,,13.41,,12.39%,1.00,6.82,7.27%,7.09%,0.18%,,,,
1925.01,10.58,0.55,0.96,17.30,1925.04,3.86,199.01,10.42,"3,430.56",18.00,310.21,9.69,,13.95,,11.99%,1.00,6.85,6.67%,6.94%,-0.26%,,,,
1925.02,10.67,0.56,0.98,17.20,1925.12,3.85,201.87,10.56,"3,495.03",18.60,322.09,9.83,,14.14,,11.90%,1.00,6.92,6.12%,6.78%,-0.67%,,,,
1925.03,10.39,0.56,1.01,17.30,1925.21,3.83,195.44,10.58,"3,398.90",19.00,330.40,9.52,,13.69,,12.42%,1.00,6.91,5.76%,6.83%,-1.07%,,,,
1925.04,10.28,0.57,1.04,17.20,1925.29,3.82,194.49,10.72,"3,398.01",19.62,342.78,9.48,,13.62,,12.31%,1.00,6.98,6.50%,6.68%,-0.18%,,,,
1925.05,10.61,0.57,1.06,17.30,1925.37,3.80,199.58,10.74,"3,502.45",20.00,350.91,9.73,,13.96,,12.01%,1.00,6.98,7.02%,6.73%,0.29%,,,,
1925.06,10.80,0.58,1.09,17.50,1925.46,3.79,200.83,10.69,"3,540.06",20.27,357.28,9.80,,14.04,,12.07%,1.00,6.93,7.43%,6.92%,0.50%,,,,
1925.07,11.10,0.58,1.12,17.70,1925.54,3.77,204.08,10.65,"3,612.93",20.54,363.57,9.96,,14.26,,12.04%,1.00,6.88,7.79%,7.03%,0.76%,,,,
1925.08,11.25,0.58,1.14,17.70,1925.62,3.76,206.83,10.72,"3,677.57",21.01,373.64,10.11,,14.45,,11.91%,1.00,6.91,8.34%,7.02%,1.32%,,,,
1925.09,11.51,0.59,1.17,17.70,1925.71,3.74,211.61,10.80,"3,778.57",21.51,384.09,10.36,,14.78,,11.68%,1.00,6.94,8.31%,7.01%,1.30%,,,,
1925.1,11.89,0.59,1.20,17.70,1925.79,3.73,218.60,10.88,"3,919.51",22.01,394.59,10.72,,15.26,,11.27%,1.00,6.97,8.23%,7.00%,1.24%,,,,
1925.11,12.26,0.60,1.22,18.00,1925.87,3.71,221.65,10.77,"3,990.21",22.11,398.04,10.89,,15.46,,11.22%,1.00,6.88,8.97%,7.09%,1.88%,,,,
1925.12,12.46,0.60,1.25,17.90,1925.96,3.70,226.52,10.91,"4,094.33",22.72,410.75,11.15,,15.79,,10.96%,1.00,6.95,8.72%,7.02%,1.70%,,,,
1926.01,12.65,0.61,1.25,17.90,1926.04,3.68,229.97,11.04,"4,173.39",22.71,412.06,11.34,,16.02,,10.72%,1.01,6.98,9.13%,7.00%,2.12%,,,,
1926.02,12.67,0.62,1.25,17.90,1926.12,3.65,230.34,11.18,"4,196.90",22.69,413.40,11.39,,16.04,,10.71%,1.01,7.02,9.71%,6.97%,2.74%,,,,
