Date,Category,Value
2021-01-19,Magnificent 7,7383.064326940799
2021-01-19,Rest of S&P 500,22248.432987512326
2021-01-20,Magnificent 7,7632.272780164266
2021-01-20,Rest of S&P 500,22412.157981554483
2021-01-21,Magnificent 7,7748.648774152766
2021-01-21,Rest of S&P 500,22305.297759050358
2021-01-22,Magnificent 7,7783.424087903004
2021-01-22,Rest of S&P 500,22180.04168358137
2021-01-25,Magnificent 7,7909.80839957233
2021-01-25,Rest of S&P 500,22162.000438318297
2021-01-26,Magnificent 7,7960.351623594675
2021-01-26,Rest of S&P 500,22066.685290467824
2021-01-27,Magnificent 7,7817.895518919819
2021-01-27,Rest of S&P 500,21438.11063342393
2021-01-28,Magnificent 7,7757.926698427446
2021-01-28,Rest of S&P 500,21783.63638751005
2021-01-29,Magnificent 7,7547.79669580843
2021-01-29,Rest of S&P 500,21423.275228019695
2021-02-01,Magnificent 7,7791.302665969484
2021-02-01,Rest of S&P 500,21644.80617192114
2021-02-02,Magnificent 7,7885.183110007503
2021-02-02,Rest of S&P 500,21960.035347023746
2021-02-03,Magnificent 7,7877.651066527701
2021-02-03,Rest of S&P 500,21997.674324097297
2021-02-04,Magnificent 7,7926.256278813988
2021-02-04,Rest of S&P 500,22273.315645014136
2021-02-05,Magnificent 7,7947.156381243301
2021-02-05,Rest of S&P 500,22370.118228131698
2021-02-08,Magnificent 7,7964.047743298288
2021-02-08,Rest of S&P 500,22577.554942248586
2021-02-09,Magnificent 7,7934.609097774752
2021-02-09,Rest of S&P 500,22572.984749881496
2021-02-10,Magnificent 7,7880.1544921378345
2021-02-10,Rest of S&P 500,22616.908593799664
2021-02-11,Magnificent 7,7892.077674968154
2021-02-11,Rest of S&P 500,22655.685410969345
2021-02-12,Magnificent 7,7907.408092443189
2021-02-12,Rest of S&P 500,22784.266516931813
2021-02-16,Magnificent 7,7861.042136017026
2021-02-16,Rest of S&P 500,22813.16054952985
2021-02-17,Magnificent 7,7849.259555294726
2021-02-17,Rest of S&P 500,22815.11505408027
2021-02-18,Magnificent 7,7813.967381827734
2021-02-18,Rest of S&P 500,22714.99838965664
2021-02-19,Magnificent 7,7728.008778063113
2021-02-19,Rest of S&P 500,22744.32891724939
2021-02-22,Magnificent 7,7488.583322447392
2021-02-22,Rest of S&P 500,22748.116677552607
2021-02-23,Magnificent 7,7476.178945338988
2021-02-23,Rest of S&P 500,22798.507968723512
2021-02-24,Magnificent 7,7519.301567571478
2021-02-24,Rest of S&P 500,23099.051899225396
2021-02-25,Magnificent 7,7226.4293762335
2021-02-25,Rest of S&P 500,22642.423309313373
2021-02-26,Magnificent 7,7284.149692952105
2021-02-26,Rest of S&P 500,22442.819545329145
2021-03-01,Magnificent 7,7519.506323720194
2021-03-01,Rest of S&P 500,22914.69020948293
2021-03-02,Magnificent 7,7371.203637986388
2021-03-02,Rest of S&P 500,22817.05866670111
2021-03-03,Magnificent 7,7159.63078125661
2021-03-03,Rest of S&P 500,22634.18499022776
2021-03-04,Magnificent 7,7076.826000354559
2021-03-04,Rest of S&P 500,22317.239771129814
2021-03-05,Magnificent 7,7151.239783303015
2021-03-05,Rest of S&P 500,22815.891759665734
2021-03-08,Magnificent 7,6917.241140694992
2021-03-08,Rest of S&P 500,22889.28962102376
2021-03-09,Magnificent 7,7267.565962740371
2021-03-09,Rest of S&P 500,22960.865580228376
2021-03-10,Magnificent 7,7228.666530639862
2021-03-10,Rest of S&P 500,23182.05192639139
2021-03-11,Magnificent 7,7406.492736461515
2021-03-11,Rest of S&P 500,23320.35994908536
2021-03-12,Magnificent 7,7334.044665094571
2021-03-12,Rest of S&P 500,23424.008020452304
2021-03-15,Magnificent 7,7402.536572086233
2021-03-15,Rest of S&P 500,23555.194970882516
2021-03-16,Magnificent 7,7439.937677531785
2021-03-16,Rest of S&P 500,23469.200017780713
2021-03-17,Magnificent 7,7485.534683235472
2021-03-17,Rest of S&P 500,23512.602230827026
2021-03-18,Magnificent 7,7223.643070978761
2021-03-18,Rest of S&P 500,23316.94462433374
2021-03-19,Magnificent 7,7269.703732003575
2021-03-19,Rest of S&P 500,23252.477029715174
2021-03-22,Magnificent 7,7411.723488972636
2021-03-22,Rest of S&P 500,23324.87919657424
2021-03-23,Magnificent 7,7410.361518611384
2021-03-23,Rest of S&P 500,23091.694633732368
2021-03-24,Magnificent 7,7266.314379098535
2021-03-24,Rest of S&P 500,23068.97678301084
2021-03-25,Magnificent 7,7230.628232235856
2021-03-25,Rest of S&P 500,23263.627920107894
2021-03-26,Magnificent 7,7262.6045560705525
2021-03-26,Rest of S&P 500,23738.807748616946
2021-03-29,Magnificent 7,7286.386361600119
2021-03-29,Rest of S&P 500,23688.116323946757
2021-03-30,Magnificent 7,7248.974583507623
2021-03-30,Rest of S&P 500,23627.715797351753
2021-03-31,Magnificent 7,7396.285847049645
2021-03-31,Rest of S&P 500,23592.25531505973
2021-04-01,Magnificent 7,7524.092761024431
2021-04-01,Rest of S&P 500,23830.89415303807
2021-04-05,Magnificent 7,7733.732026642423
2021-04-05,Rest of S&P 500,24073.9652878107
2021-04-06,Magnificent 7,7717.031192682377
2021-04-06,Rest of S&P 500,24059.70035028637
2021-04-07,Magnificent 7,7792.991365328177
2021-04-07,Rest of S&P 500,24030.61825381245
2021-04-08,Magnificent 7,7884.589844453481
2021-04-08,Rest of S&P 500,24073.33554617152
2021-04-09,Magnificent 7,7979.3025490889695
2021-04-09,Rest of S&P 500,24225.33592747353
2021-04-12,Magnificent 7,7995.989224468785
2021-04-12,Rest of S&P 500,24202.334603656214
2021-04-13,Magnificent 7,8148.684016439469
2021-04-13,Rest of S&P 500,24155.71676481053
2021-04-14,Magnificent 7,7995.813057864353
2021-04-14,Rest of S&P 500,24176.536160885644
2021-04-15,Magnificent 7,8135.520474935414
2021-04-15,Rest of S&P 500,24393.754915689584
2021-04-16,Magnificent 7,8141.672645005968
2021-04-16,Rest of S&P 500,24504.99503077528
2021-04-19,Magnificent 7,8074.772679292995
2021-04-19,Rest of S&P 500,24398.653492582
2021-04-20,Magnificent 7,8024.467691775905
2021-04-20,Rest of S&P 500,24228.063851192845
2021-04-21,Magnificent 7,8090.981822564013
2021-04-21,Rest of S&P 500,24461.693568060986
2021-04-22,Magnificent 7,7958.183075839457
2021-04-22,Rest of S&P 500,24294.66077181679
2021-04-23,Magnificent 7,8082.4393020950065
2021-04-23,Rest of S&P 500,24522.886088529995
2021-04-26,Magnificent 7,8149.408798817528
2021-04-26,Rest of S&P 500,24514.02811524497
2021-04-27,Magnificent 7,8108.408323500456
2021-04-27,Rest of S&P 500,24548.009352280795
2021-04-28,Magnificent 7,8079.01979383378
2021-04-28,Rest of S&P 500,24549.78557725997
2021-04-29,Magnificent 7,8109.895506836183
2021-04-29,Rest of S&P 500,24739.572168945066
2021-04-30,Magnificent 7,8083.746991723789
2021-04-30,Rest of S&P 500,24529.378398901208
2021-05-03,Magnificent 7,8013.943751261867
2021-05-03,Rest of S&P 500,24688.80546748813
2021-05-04,Magnificent 7,7833.497534064231
2021-05-04,Rest of S&P 500,24650.851684685767
2021-05-05,Magnificent 7,7800.287899543224
2021-05-05,Rest of S&P 500,24706.912881706776
2021-05-06,Magnificent 7,7877.073929395915
2021-05-06,Rest of S&P 500,24895.56298466658
2021-05-07,Magnificent 7,7917.635508328207
2021-05-07,Rest of S&P 500,25096.645253390543
2021-05-10,Magnificent 7,7670.308344016296
2021-05-10,Rest of S&P 500,24999.447027077455
2021-05-11,Magnificent 7,7650.618869350028
2021-05-11,Rest of S&P 500,24735.76189236872
2021-05-12,Magnificent 7,7442.818231954473
2021-05-12,Rest of S&P 500,24248.894072733026
2021-05-13,Magnificent 7,7500.211217614388
2021-05-13,Rest of S&P 500,24577.28878238561
2021-05-14,Magnificent 7,7676.8214785600285
2021-05-14,Rest of S&P 500,24879.20928315872
2021-05-17,Magnificent 7,7649.762880117455
2021-05-17,Rest of S&P 500,24823.899424570045
2021-05-18,Magnificent 7,7571.866500111873
2021-05-18,Rest of S&P 500,24625.208109263127
2021-05-19,Magnificent 7,7569.303555173065
2021-05-19,Rest of S&P 500,24533.001815920685
2021-05-20,Magnificent 7,7699.888976904225
2021-05-20,Rest of S&P 500,24741.247937158274
2021-05-21,Magnificent 7,7633.334444193917
2021-05-21,Rest of S&P 500,24782.37248939983
2021-05-24,Magnificent 7,7800.915652106367
2021-05-24,Rest of S&P 500,24936.072824456132
2021-05-25,Magnificent 7,7818.574888478114
2021-05-25,Rest of S&P 500,24848.838197459387
2021-05-26,Magnificent 7,7841.503430868861
2021-05-26,Rest of S&P 500,24887.22039725614
2021-05-27,Magnificent 7,7798.271884722953
2021-05-27,Rest of S&P 500,24968.59120121455
2021-05-28,Magnificent 7,7789.206403157998
2021-05-28,Rest of S&P 500,25002.85053043575
2021-06-01,Magnificent 7,7772.663452852213
2021-06-01,Rest of S&P 500,25003.248851835284
2021-06-02,Magnificent 7,7780.0226881506915
2021-06-02,Rest of S&P 500,25043.31422591181
2021-06-03,Magnificent 7,7677.064047509259
2021-06-03,Rest of S&P 500,25027.166714209492
2021-06-04,Magnificent 7,7824.065523060262
2021-06-04,Rest of S&P 500,25169.077543345986
2021-06-07,Magnificent 7,7865.194080336203
2021-06-07,Rest of S&P 500,25101.662072007544
2021-06-08,Magnificent 7,7890.734565277448
2021-06-08,Rest of S&P 500,25081.891606597546
2021-06-09,Magnificent 7,7900.468227438771
2021-06-09,Rest of S&P 500,25012.020249123725
2021-06-10,Magnificent 7,7975.343612917655
2021-06-10,Rest of S&P 500,25090.261758176093
2021-06-11,Magnificent 7,8001.816935730393
2021-06-11,Rest of S&P 500,25128.214607238355
2021-06-14,Magnificent 7,8111.7820651565635
2021-06-14,Rest of S&P 500,25078.387173124684
2021-06-15,Magnificent 7,8056.427730125875
2021-06-15,Rest of S&P 500,25066.97305112412
2021-06-16,Magnificent 7,8064.558462935251
2021-06-16,Rest of S&P 500,24880.303060502243
2021-06-17,Magnificent 7,8203.901086783557
2021-06-17,Rest of S&P 500,24726.605846810195
2021-06-18,Magnificent 7,8155.656760844231
2021-06-18,Rest of S&P 500,24342.65476259327
2021-06-21,Magnificent 7,8195.173196100275
2021-06-21,Rest of S&P 500,24758.189108587227
2021-06-22,Magnificent 7,8299.486053704597
2021-06-22,Rest of S&P 500,24822.745489264154
2021-06-23,Magnificent 7,8335.623802605283
2021-06-23,Rest of S&P 500,24750.726978644714
2021-06-24,Magnificent 7,8349.485751330074
2021-06-24,Rest of S&P 500,24929.138076794923
2021-06-25,Magnificent 7,8290.82456896831
2021-06-25,Rest of S&P 500,25098.63695446919
2021-06-28,Magnificent 7,8436.974509230737
2021-06-28,Rest of S&P 500,25029.782424363017
2021-06-29,Magnificent 7,8463.361998602819
2021-06-29,Rest of S&P 500,25012.676477959678
2021-06-30,Magnificent 7,8452.736304901668
2021-06-30,Rest of S&P 500,25067.763695098332
2021-07-01,Magnificent 7,8478.000151241173
2021-07-01,Rest of S&P 500,25217.531391727574
2021-07-02,Magnificent 7,8626.540657221929
2021-07-02,Rest of S&P 500,25321.710124028068
2021-07-06,Magnificent 7,8729.34760166535
2021-07-06,Rest of S&P 500,25150.26470302215
2021-07-07,Magnificent 7,8765.755094364413
2021-07-07,Rest of S&P 500,25227.657991573087
2021-07-08,Magnificent 7,8726.13038064324
2021-07-08,Rest of S&P 500,24976.26424826301
2021-07-09,Magnificent 7,8771.621180762622
2021-07-09,Rest of S&P 500,25310.86729579987
2021-07-12,Magnificent 7,8815.387981155374
2021-07-12,Rest of S&P 500,25384.725104782123
2021-07-13,Magnificent 7,8810.453354192021
2021-07-13,Rest of S&P 500,25269.384341120476
2021-07-14,Magnificent 7,8843.179322870896
2021-07-14,Rest of S&P 500,25276.359153691603
2021-07-15,Magnificent 7,8757.636628108803
2021-07-15,Rest of S&P 500,25250.595696109944
2021-07-16,Magnificent 7,8660.752743714947
2021-07-16,Rest of S&P 500,25091.096475035054
2021-07-19,Magnificent 7,8558.543186224386
2021-07-19,Rest of S&P 500,24657.68064190061
2021-07-20,Magnificent 7,8672.482610991763
2021-07-20,Rest of S&P 500,25047.385846039484
2021-07-21,Magnificent 7,8714.192029357133
2021-07-21,Rest of S&P 500,25283.589513611616
2021-07-22,Magnificent 7,8810.147748712301
2021-07-22,Rest of S&P 500,25256.19609894395
2021-07-23,Magnificent 7,8930.193343319199
2021-07-23,Rest of S&P 500,25481.7689613683
2021-07-26,Magnificent 7,8976.09322427277
2021-07-26,Rest of S&P 500,25517.845252289728
2021-07-27,Magnificent 7,8848.104848971361
2021-07-27,Rest of S&P 500,25483.28284634114
2021-07-28,Magnificent 7,8867.750452923763
2021-07-28,Rest of S&P 500,25457.242613482485
2021-07-29,Magnificent 7,8866.3447107246
2021-07-29,Rest of S&P 500,25603.024527556652
2021-07-30,Magnificent 7,8709.085826194474
2021-07-30,Rest of S&P 500,25573.940345680523
2021-08-02,Magnificent 7,8727.935232453961
2021-08-02,Rest of S&P 500,25491.91398629604
2021-08-03,Magnificent 7,8794.143937777231
2021-08-03,Rest of S&P 500,25706.425300504015
2021-08-04,Magnificent 7,8803.846728833427
2021-08-04,Rest of S&P 500,25536.902489916567
2021-08-05,Magnificent 7,8866.557782915084
2021-08-05,Rest of S&P 500,25680.42297880366
2021-08-06,Magnificent 7,8813.830639306321
2021-08-06,Rest of S&P 500,25791.025513037424
2021-08-09,Magnificent 7,8820.5762853453
2021-08-09,Rest of S&P 500,25751.754476373448
2021-08-10,Magnificent 7,8774.090445529408
2021-08-10,Rest of S&P 500,25832.559554470594
2021-08-11,Magnificent 7,8752.493560054672
2021-08-11,Rest of S&P 500,25898.305658695324
2021-08-12,Magnificent 7,8854.963384985751
2021-08-12,Rest of S&P 500,25939.51122438925
2021-08-13,Magnificent 7,8880.146208471173
2021-08-13,Rest of S&P 500,25970.253791528827
2021-08-16,Magnificent 7,8895.099550878014
2021-08-16,Rest of S&P 500,26046.638144434484
2021-08-17,Magnificent 7,8778.595867078402
2021-08-17,Rest of S&P 500,25916.428742296594
2021-08-18,Magnificent 7,8690.793133155164
2021-08-18,Rest of S&P 500,25631.31301918858
2021-08-19,Magnificent 7,8733.660237792697
2021-08-19,Rest of S&P 500,25631.5782387698
2021-08-20,Magnificent 7,8867.721602375901
2021-08-20,Rest of S&P 500,25777.303788249097
2021-08-23,Magnificent 7,9007.277333187338
2021-08-23,Rest of S&P 500,25933.054991031408
2021-08-24,Magnificent 7,9022.887423183134
2021-08-24,Rest of S&P 500,25969.706424473115
2021-08-25,Magnificent 7,9020.919526797263
2021-08-25,Rest of S&P 500,26049.362016171486
2021-08-26,Magnificent 7,8970.083443727442
2021-08-26,Rest of S&P 500,25895.916556272558
2021-08-27,Magnificent 7,9066.273192344779
2021-08-27,Rest of S&P 500,26106.81372171772
2021-08-30,Magnificent 7,9240.910811928607
2021-08-30,Rest of S&P 500,26083.65149275889
2021-08-31,Magnificent 7,9232.23043770382
2021-08-31,Rest of S&P 500,26044.67493338993
2021-09-01,Magnificent 7,9254.40982354221
2021-09-01,Rest of S&P 500,26033.49095770779
2021-09-02,Magnificent 7,9228.742659087582
2021-09-02,Rest of S&P 500,26159.468864349918
2021-09-03,Magnificent 7,9262.931967244118
2021-09-03,Rest of S&P 500,26113.42340384963
2021-09-07,Magnificent 7,9340.278976368838
2021-09-07,Rest of S&P 500,25915.95334784991
2021-09-08,Magnificent 7,9306.15784063254
2021-09-08,Rest of S&P 500,25903.586788273707
2021-09-09,Magnificent 7,9245.016335781871
2021-09-09,Rest of S&P 500,25802.565988436876
2021-09-10,Magnificent 7,9125.022794393451
2021-09-10,Rest of S&P 500,25651.901814981546
2021-09-13,Magnificent 7,9139.439462742059
2021-09-13,Rest of S&P 500,25716.654384914193
2021-09-14,Magnificent 7,9140.14300125152
2021-09-14,Rest of S&P 500,25515.64547531098
2021-09-15,Magnificent 7,9223.401633850466
2021-09-15,Rest of S&P 500,25726.059889587035
2021-09-16,Magnificent 7,9221.748381014926
2021-09-16,Rest of S&P 500,25673.501618985072
2021-09-17,Magnificent 7,9090.32940382079
2021-09-17,Rest of S&P 500,25486.994424304212
2021-09-20,Magnificent 7,8865.037809368383
2021-09-20,Rest of S&P 500,25125.256038287866
2021-09-21,Magnificent 7,8888.340671800694
2021-09-21,Rest of S&P 500,25074.340871168053
2021-09-22,Magnificent 7,8977.034607348549
2021-09-22,Rest of S&P 500,25308.9584590577
2021-09-23,Magnificent 7,9043.795405851723
2021-09-23,Rest of S&P 500,25658.248441804528
2021-09-24,Magnificent 7,9082.878637585545
2021-09-24,Rest of S&P 500,25669.8652100707
2021-09-27,Magnificent 7,9016.091978802378
2021-09-27,Rest of S&P 500,25640.164954791373
2021-09-28,Magnificent 7,8744.734606285756
2021-09-28,Rest of S&P 500,25205.778479651744
2021-09-29,Magnificent 7,8742.504121386293
2021-09-29,Rest of S&P 500,25261.28357392621
2021-09-30,Magnificent 7,8693.730429805131
2021-09-30,Rest of S&P 500,24905.081874882366
2021-10-01,Magnificent 7,8785.68192713614
2021-10-01,Rest of S&P 500,25199.230377551357
2021-10-04,Magnificent 7,8571.506805019757
2021-10-04,Rest of S&P 500,24972.08089029274
2021-10-05,Magnificent 7,8701.843266202191
2021-10-05,Rest of S&P 500,25194.77440957906
2021-10-06,Magnificent 7,8786.668262257994
2021-10-06,Rest of S&P 500,25249.020214304506
2021-10-07,Magnificent 7,8860.566168200894
2021-10-07,Rest of S&P 500,25457.5600036741
2021-10-08,Magnificent 7,8837.66278072437
2021-10-08,Rest of S&P 500,25414.78800052563
2021-10-11,Magnificent 7,8798.150392539743
2021-10-11,Rest of S&P 500,25219.131150429006
2021-10-12,Magnificent 7,8767.038410889247
2021-10-12,Rest of S&P 500,25168.030827392
2021-10-13,Magnificent 7,8823.394424427423
2021-10-13,Rest of S&P 500,25214.244052135073
2021-10-14,Magnificent 7,8975.998394741924
2021-10-14,Rest of S&P 500,25642.427777133074
2021-10-15,Magnificent 7,9083.733893925475
2021-10-15,Rest of S&P 500,25792.95302013702
2021-10-18,Magnificent 7,9220.517974941447
2021-10-18,Rest of S&P 500,25773.869720371054
2021-10-19,Magnificent 7,9265.712332824143
2021-10-19,Rest of S&P 500,25987.400753113354
2021-10-20,Magnificent 7,9241.891550084058
2021-10-20,Rest of S&P 500,26140.389992884688
2021-10-21,Magnificent 7,9328.388361338255
2021-10-21,Rest of S&P 500,26159.893962880495
2021-10-22,Magnificent 7,9208.191774062107
2021-10-22,Rest of S&P 500,26242.027464219143
2021-10-25,Magnificent 7,9338.46349758933
2021-10-25,Rest of S&P 500,26280.08035006692
2021-10-26,Magnificent 7,9405.646432034833
2021-10-26,Rest of S&P 500,26277.71587265267
2021-10-27,Magnificent 7,9548.617782974034
2021-10-27,Rest of S&P 500,25954.487588119715
2021-10-28,Magnificent 7,9703.119606034994
2021-10-28,Rest of S&P 500,26148.95578459
2021-10-29,Magnificent 7,9758.893550477796
2021-10-29,Rest of S&P 500,26163.069535459697
2021-11-01,Magnificent 7,9800.32792945899
2021-11-01,Rest of S&P 500,26186.29746116601
2021-11-02,Magnificent 7,9820.20205348116
2021-11-02,Rest of S&P 500,26298.86718480009
2021-11-03,Magnificent 7,9951.357996901723
2021-11-03,Rest of S&P 500,26401.086632004524
2021-11-04,Magnificent 7,10125.211749023103
2021-11-04,Rest of S&P 500,26379.256708008143
2021-11-05,Magnificent 7,10157.691371938135
2021-11-05,Rest of S&P 500,26483.040952280615
2021-11-08,Magnificent 7,10091.714690726447
2021-11-08,Rest of S&P 500,26581.54683271105
2021-11-09,Magnificent 7,9970.405190190952
2021-11-09,Rest of S&P 500,26574.544809809046
2021-11-10,Magnificent 7,9827.278102676337
2021-11-10,Rest of S&P 500,26417.05959263616
2021-11-11,Magnificent 7,9850.293958715465
2021-11-11,Rest of S&P 500,26414.012193628285
2021-11-12,Magnificent 7,9951.841788682423
2021-11-12,Rest of S&P 500,26574.388973036323
2021-11-15,Magnificent 7,9940.366341358313
2021-11-15,Rest of S&P 500,26585.47213520419
2021-11-16,Magnificent 7,10013.732946074197
2021-11-16,Rest of S&P 500,26653.28629220705
2021-11-17,Magnificent 7,10067.2616957801
2021-11-17,Rest of S&P 500,26504.3636948449
2021-11-18,Magnificent 7,10297.292906230772
2021-11-18,Rest of S&P 500,26398.11939845672
2021-11-19,Magnificent 7,10424.808122039074
2021-11-19,Rest of S&P 500,26219.279573273423
2021-11-22,Magnificent 7,10324.983484476594
2021-11-22,Rest of S&P 500,26201.948058492155
2021-11-23,Magnificent 7,10249.885695927926
2021-11-23,Rest of S&P 500,26337.575827509576
2021-11-24,Magnificent 7,10299.845652499262
2021-11-24,Rest of S&P 500,26371.54204281324
2021-11-26,Magnificent 7,10019.75286243606
2021-11-26,Rest of S&P 500,25818.284051626437
2021-11-29,Magnificent 7,10286.299775705436
2021-11-29,Rest of S&P 500,26024.80637663831
2021-11-30,Magnificent 7,10228.23487281927
2021-11-30,Rest of S&P 500,25394.36512718073
2021-12-01,Magnificent 7,10062.973245150917
2021-12-01,Rest of S&P 500,25138.73905953658
2021-12-02,Magnificent 7,10056.554449549258
2021-12-02,Rest of S&P 500,25644.82631216949
2021-12-03,Magnificent 7,9831.52624937508
2021-12-03,Rest of S&P 500,25568.229121718672
2021-12-06,Magnificent 7,9932.865932583549
2021-12-06,Rest of S&P 500,25882.159458041453
2021-12-07,Magnificent 7,10271.555810270362
2021-12-07,Rest of S&P 500,26285.09418972964
2021-12-08,Magnificent 7,10354.862920053312
2021-12-08,Rest of S&P 500,26314.574775259185
2021-12-09,Magnificent 7,10203.23262470787
2021-12-09,Rest of S&P 500,26202.878898729625
2021-12-10,Magnificent 7,10330.478832700897
2021-12-10,Rest of S&P 500,26423.27731964285
2021-12-13,Magnificent 7,10118.091970367852
2021-12-13,Rest of S&P 500,26299.875705413397
2021-12-14,Magnificent 7,9995.856163893184
2021-12-14,Rest of S&P 500,26150.044617356813
2021-12-15,Magnificent 7,10260.95510004004
2021-12-15,Rest of S&P 500,26475.875661678707
2021-12-16,Magnificent 7,9910.61354193034
2021-12-16,Rest of S&P 500,26505.01184869466
2021-12-17,Magnificent 7,9872.677564132888
2021-12-17,Rest of S&P 500,26168.315502273363
2021-12-20,Magnificent 7,9736.2752361514
2021-12-20,Rest of S&P 500,25894.28091619235
2021-12-21,Magnificent 7,9977.320910531249
2021-12-21,Rest of S&P 500,26286.672937124997
2021-12-22,Magnificent 7,10159.55111532451
2021-12-22,Rest of S&P 500,26473.61734170674
2021-12-23,Magnificent 7,10263.39706384715
2021-12-23,Rest of S&P 500,26597.765240840345
2021-12-27,Magnificent 7,10453.785655918764
2021-12-27,Rest of S&P 500,26917.495887049983
2021-12-28,Magnificent 7,10412.5666756882
2021-12-28,Rest of S&P 500,26920.96408603055
2021-12-29,Magnificent 7,10385.696324652476
2021-12-29,Rest of S&P 500,27000.17213237877
2021-12-30,Magnificent 7,10316.563431088074
2021-12-30,Rest of S&P 500,26957.530416568177
2021-12-31,Magnificent 7,10220.858761206606
2021-12-31,Rest of S&P 500,26955.346609887143
2022-01-03,Magnificent 7,10494.547707608028
2022-01-03,Rest of S&P 500,26918.620749423222
2022-01-04,Magnificent 7,10305.450878771897
2022-01-04,Rest of S&P 500,27084.161425915605
2022-01-05,Magnificent 7,9937.530072944415
2022-01-05,Rest of S&P 500,26726.994536430582
2022-01-06,Magnificent 7,9871.247034046934
2022-01-06,Rest of S&P 500,26757.941442515566
2022-01-07,Magnificent 7,9797.279492740103
2022-01-07,Rest of S&P 500,26683.552831478642
2022-01-10,Magnificent 7,9827.557703359598
2022-01-10,Rest of S&P 500,26600.704601327903
2022-01-11,Magnificent 7,9952.802731163883
2022-01-11,Rest of S&P 500,26809.141897742364
2022-01-12,Magnificent 7,10039.483511360088
2022-01-12,Rest of S&P 500,26826.047250358664
2022-01-13,Magnificent 7,9703.170021741866
2022-01-13,Rest of S&P 500,26637.26230247688
2022-01-14,Magnificent 7,9810.425870662388
2022-01-14,Rest of S&P 500,26559.80489105636
2022-01-18,Magnificent 7,9578.11106065455
2022-01-18,Rest of S&P 500,26123.3458729392
2022-01-19,Magnificent 7,9442.438503755991
2022-01-19,Rest of S&P 500,25913.087668119006
2022-01-20,Magnificent 7,9317.022588995875
2022-01-20,Rest of S&P 500,25648.271258660374
2022-01-21,Magnificent 7,9027.154795917897
2022-01-21,Rest of S&P 500,25276.77674705085
2022-01-24,Magnificent 7,9037.635192335776
2022-01-24,Rest of S&P 500,25361.377893601722
2022-01-25,Magnificent 7,8826.443057688011
2022-01-25,Rest of S&P 500,25153.86846574949
2022-01-26,Magnificent 7,8905.623676726116
2022-01-26,Rest of S&P 500,25023.831694367633
2022-01-27,Magnificent 7,8788.052609387716
2022-01-27,Rest of S&P 500,24958.72356248728
2022-01-28,Magnificent 7,9137.07218342491
2022-01-28,Rest of S&P 500,25431.35857829384
2022-01-31,Magnificent 7,9457.252176895736
2022-01-31,Rest of S&P 500,25764.03629966676
2022-02-01,Magnificent 7,9479.716372721774
2022-02-01,Rest of S&P 500,25983.295931965728
2022-02-02,Magnificent 7,9579.88626801612
2022-02-02,Rest of S&P 500,26217.27681792138
2022-02-03,Magnificent 7,9063.372530206509
2022-02-03,Rest of S&P 500,25860.65901276224
2022-02-04,Magnificent 7,9338.208016152172
2022-02-04,Rest of S&P 500,25765.924308066576
2022-02-07,Magnificent 7,9237.106219970963
2022-02-07,Rest of S&P 500,25737.080694091535
2022-02-08,Magnificent 7,9362.56181940734
2022-02-08,Rest of S&P 500,25905.450485280162
2022-02-09,Magnificent 7,9517.087019781695
2022-02-09,Rest of S&P 500,26262.918351312055
2022-02-10,Magnificent 7,9292.451531875096
2022-02-10,Rest of S&P 500,25839.373077499902
2022-02-11,Magnificent 7,8989.81628342603
2022-02-11,Rest of S&P 500,25475.57678298022
2022-02-14,Magnificent 7,9041.402007880091
2022-02-14,Rest of S&P 500,25291.62338274491
2022-02-15,Magnificent 7,9270.947794002834
2022-02-15,Rest of S&P 500,25603.396834903415
2022-02-16,Magnificent 7,9280.270605170024
2022-02-16,Rest of S&P 500,25624.805566704978
2022-02-17,Magnificent 7,8977.11083527605
2022-02-17,Rest of S&P 500,25188.915336598948
2022-02-18,Magnificent 7,8853.956202318124
2022-02-18,Rest of S&P 500,25067.230711744374
2022-02-22,Magnificent 7,8725.90821752365
2022-02-22,Rest of S&P 500,24851.217954351345
2022-02-23,Magnificent 7,8444.43919670795
2022-02-23,Rest of S&P 500,24514.46080329205
2022-02-24,Magnificent 7,8779.171730648537
2022-02-24,Rest of S&P 500,24672.68979278896
2022-02-25,Magnificent 7,8891.794471355619
2022-02-25,Rest of S&P 500,25308.474766925625
2022-02-28,Magnificent 7,8981.27270466916
2022-02-28,Rest of S&P 500,25135.458838299593
2022-03-01,Magnificent 7,8849.077626482438
2022-03-01,Rest of S&P 500,24739.748545392562
2022-03-02,Magnificent 7,8993.540320370166
2022-03-02,Rest of S&P 500,25221.471984317337
2022-03-03,Magnificent 7,8841.285265096454
2022-03-03,Rest of S&P 500,25193.93856302854
2022-03-04,Magnificent 7,8691.337594060938
2022-03-04,Rest of S&P 500,25073.84932000156
2022-03-07,Magnificent 7,8333.81893163605
2022-03-07,Rest of S&P 500,24434.681849613946
2022-03-08,Magnificent 7,8305.637804729624
2022-03-08,Rest of S&P 500,24225.823718707874
2022-03-09,Magnificent 7,8640.525779756876
2022-03-09,Rest of S&P 500,24726.937306180618
2022-03-10,Magnificent 7,8591.549605446471
2022-03-10,Rest of S&P 500,24632.706546897276
2022-03-11,Magnificent 7,8390.635871609604
2022-03-11,Rest of S&P 500,24402.982585421643
2022-03-14,Magnificent 7,8190.089753558706
2022-03-14,Rest of S&P 500,24360.16718003504
