Date,Category,Value
2018-05-16,Magnificent 7,3096.086346180678
2018-05-16,Rest of S&P 500,18139.101349131823
2018-05-17,Magnificent 7,3083.2813284541353
2018-05-17,Rest of S&P 500,18133.731757483365
2018-05-18,Magnificent 7,3069.7301598103013
2018-05-18,Rest of S&P 500,18091.435611674075
2018-05-21,Magnificent 7,3097.5632034454748
2018-05-21,Rest of S&P 500,18219.9148727264
2018-05-22,Magnificent 7,3086.0288587412456
2018-05-22,Rest of S&P 500,18164.602684227502
2018-05-23,Magnificent 7,3122.841009386132
2018-05-23,Rest of S&P 500,18196.821295301368
2018-05-24,Magnificent 7,3117.9141550858894
2018-05-24,Rest of S&P 500,18158.613921085984
2018-05-25,Magnificent 7,3122.139458116875
2018-05-25,Rest of S&P 500,18104.235151258123
2018-05-29,Magnificent 7,3116.630540394377
2018-05-29,Rest of S&P 500,17864.278297496247
2018-05-30,Magnificent 7,3139.4495208719386
2018-05-30,Rest of S&P 500,18107.828555299937
2018-05-31,Magnificent 7,3152.3957302098943
2018-05-31,Rest of S&P 500,17948.710422133856
2018-06-01,Magnificent 7,3203.706702794479
2018-06-01,Rest of S&P 500,18126.33021126802
2018-06-04,Magnificent 7,3237.122320901227
2018-06-04,Rest of S&P 500,18188.464593161272
2018-06-05,Magnificent 7,3260.05315681475
2018-06-05,Rest of S&P 500,18180.587224044626
2018-06-06,Magnificent 7,3265.8375577810557
2018-06-06,Rest of S&P 500,18358.493203937694
2018-06-07,Magnificent 7,3236.9012006231974
2018-06-07,Rest of S&P 500,18371.985713439302
2018-06-08,Magnificent 7,3234.5699207515577
2018-06-08,Rest of S&P 500,18441.864307764066
2018-06-11,Magnificent 7,3241.522485164943
2018-06-11,Rest of S&P 500,18458.077514835055
2018-06-12,Magnificent 7,3259.6382166847316
2018-06-12,Rest of S&P 500,18477.792545034015
2018-06-13,Magnificent 7,3253.4349819034746
2018-06-13,Rest of S&P 500,18396.478104034024
2018-06-14,Magnificent 7,3287.565639617435
2018-06-14,Rest of S&P 500,18415.85628421069
2018-06-15,Magnificent 7,3264.400393655343
2018-06-15,Rest of S&P 500,18416.94692079778
2018-06-18,Magnificent 7,3288.3197180085226
2018-06-18,Rest of S&P 500,18346.930281991477
2018-06-19,Magnificent 7,3273.354471249779
2018-06-19,Rest of S&P 500,18274.848214297097
2018-06-20,Magnificent 7,3306.072424364453
2018-06-20,Rest of S&P 500,18279.02410883867
2018-06-21,Magnificent 7,3275.095209103465
2018-06-21,Rest of S&P 500,18173.03286706841
2018-06-22,Magnificent 7,3254.09136132277
2018-06-22,Rest of S&P 500,18233.971724614727
2018-06-25,Magnificent 7,3174.901484899084
2018-06-25,Rest of S&P 500,18018.24504830404
2018-06-26,Magnificent 7,3210.0098049449284
2018-06-26,Rest of S&P 500,18029.85865208632
2018-06-27,Magnificent 7,3167.5121535282383
2018-06-27,Rest of S&P 500,17889.600932409263
2018-06-28,Magnificent 7,3209.5708425991493
2018-06-28,Rest of S&P 500,17977.6476144321
2018-06-29,Magnificent 7,3199.8225591690757
2018-06-29,Rest of S&P 500,18003.464354893425
2018-07-02,Magnificent 7,3235.9505966091974
2018-07-02,Rest of S&P 500,18032.387098703304
2018-07-03,Magnificent 7,3181.2626629037054
2018-07-03,Rest of S&P 500,17981.85310858067
2018-07-05,Magnificent 7,3217.180017467802
2018-07-05,Rest of S&P 500,18128.378820422822
2018-07-06,Magnificent 7,3258.6675150026467
2018-07-06,Rest of S&P 500,18267.929018200477
2018-07-09,Magnificent 7,3297.784559786237
2018-07-09,Rest of S&P 500,18418.740830838764
2018-07-10,Magnificent 7,3301.6563275035223
2018-07-10,Rest of S&P 500,18490.296358043353
2018-07-11,Magnificent 7,3293.3158266998726
2018-07-11,Rest of S&P 500,18344.040325643877
2018-07-12,Magnificent 7,3361.610426871793
2018-07-12,Rest of S&P 500,18465.051877815706
2018-07-13,Magnificent 7,3381.08973959283
2018-07-13,Rest of S&P 500,18469.12871743842
2018-07-16,Magnificent 7,3375.9958581348756
2018-07-16,Rest of S&P 500,18451.757608662
2018-07-17,Magnificent 7,3413.369119158201
2018-07-17,Rest of S&P 500,18501.121261701173
2018-07-18,Magnificent 7,3401.088897126022
2018-07-18,Rest of S&P 500,18560.74801693648
2018-07-19,Magnificent 7,3377.9334441491906
2018-07-19,Rest of S&P 500,18497.088479678932
2018-07-20,Magnificent 7,3391.178905494661
2018-07-20,Rest of S&P 500,18463.09570388034
2018-07-23,Magnificent 7,3399.942077772658
2018-07-23,Rest of S&P 500,18494.50176988359
2018-07-24,Magnificent 7,3437.272418767828
2018-07-24,Rest of S&P 500,18561.84681951342
2018-07-25,Magnificent 7,3499.531691251646
2018-07-25,Rest of S&P 500,18699.814841951476
2018-07-26,Magnificent 7,3374.153205976003
2018-07-26,Rest of S&P 500,18757.878336992748
2018-07-27,Magnificent 7,3338.277232854871
2018-07-27,Rest of S&P 500,18648.519300348253
2018-07-30,Magnificent 7,3277.08023537352
2018-07-30,Rest of S&P 500,18583.20052634523
2018-07-31,Magnificent 7,3287.0334218234666
2018-07-31,Rest of S&P 500,18680.028882864033
2018-08-01,Magnificent 7,3339.280877500352
2018-08-01,Rest of S&P 500,18604.927960390272
2018-08-02,Magnificent 7,3414.4482152898327
2018-08-02,Rest of S&P 500,18637.867556194542
2018-08-03,Magnificent 7,3416.662953467247
2018-08-03,Rest of S&P 500,18738.067808251504
2018-08-06,Magnificent 7,3450.895950444365
2018-08-06,Rest of S&P 500,18782.22328783688
2018-08-07,Magnificent 7,3468.3752042025867
2018-08-07,Rest of S&P 500,18827.534414938036
2018-08-08,Magnificent 7,3489.310231597735
2018-08-08,Rest of S&P 500,18800.74938754289
2018-08-09,Magnificent 7,3493.885938724037
2018-08-09,Rest of S&P 500,18764.038670650963
2018-08-10,Magnificent 7,3470.653707314179
2018-08-10,Rest of S&P 500,18628.930521201444
2018-08-13,Magnificent 7,3474.6184049004323
2018-08-13,Rest of S&P 500,18536.43506189644
2018-08-14,Magnificent 7,3505.833914852194
2018-08-14,Rest of S&P 500,18645.853780460304
2018-08-15,Magnificent 7,3463.201422757415
2018-08-15,Rest of S&P 500,18520.085491305086
2018-08-16,Magnificent 7,3461.410944810721
2018-08-16,Rest of S&P 500,18695.970598158026
2018-08-17,Magnificent 7,3455.054731421173
2018-08-17,Rest of S&P 500,18775.958354516326
2018-08-20,Magnificent 7,3441.190208562106
2018-08-20,Rest of S&P 500,18843.80017229727
2018-08-21,Magnificent 7,3442.3737098779934
2018-08-21,Rest of S&P 500,18888.713985434508
2018-08-22,Magnificent 7,3470.4879899749867
2018-08-22,Rest of S&P 500,18851.70854322814
2018-08-23,Magnificent 7,3474.7264601494503
2018-08-23,Rest of S&P 500,18809.7173875068
2018-08-24,Magnificent 7,3496.3505595886973
2018-08-24,Rest of S&P 500,18926.230983380054
2018-08-27,Magnificent 7,3535.9534325008954
2018-08-27,Rest of S&P 500,19058.61849132723
2018-08-28,Magnificent 7,3541.268696984933
2018-08-28,Rest of S&P 500,19059.387455358818
2018-08-29,Magnificent 7,3605.5236831551974
2018-08-29,Rest of S&P 500,19123.9886215323
2018-08-30,Magnificent 7,3614.4972817210883
2018-08-30,Rest of S&P 500,19014.31580421641
2018-08-31,Magnificent 7,3622.472473744072
2018-08-31,Rest of S&P 500,19009.383678599675
2018-09-04,Magnificent 7,3618.248176705363
2018-09-04,Rest of S&P 500,18976.167594779014
2018-09-05,Magnificent 7,3549.7080142860686
2018-09-05,Rest of S&P 500,18981.37274743268
2018-09-06,Magnificent 7,3500.9130389167594
2018-09-06,Rest of S&P 500,18947.877341942614
2018-09-07,Magnificent 7,3482.4180767189487
2018-09-07,Rest of S&P 500,18916.685390077924
2018-09-10,Magnificent 7,3481.542813655123
2018-09-10,Rest of S&P 500,18960.070272282377
2018-09-11,Magnificent 7,3545.091655529787
2018-09-11,Rest of S&P 500,18980.449506579585
2018-09-12,Magnificent 7,3525.989462461866
2018-09-12,Rest of S&P 500,19007.585928163135
2018-09-13,Magnificent 7,3556.2309386053475
2018-09-13,Rest of S&P 500,19096.372528191525
2018-09-14,Magnificent 7,3545.113893599403
2018-09-14,Rest of S&P 500,19113.729954056846
2018-09-17,Magnificent 7,3471.916006231085
2018-09-17,Rest of S&P 500,19060.72437462829
2018-09-18,Magnificent 7,3495.789166968408
2018-09-18,Rest of S&P 500,19157.829290062844
2018-09-19,Magnificent 7,3489.7068468277594
2018-09-19,Rest of S&P 500,19192.30277231286
2018-09-20,Magnificent 7,3525.842933597652
2018-09-20,Rest of S&P 500,19334.007066402348
2018-09-21,Magnificent 7,3492.829158330737
2018-09-21,Rest of S&P 500,19358.59623229426
2018-09-24,Magnificent 7,3525.9668463661715
2018-09-24,Rest of S&P 500,19245.120067696327
2018-09-25,Magnificent 7,3555.8055798567425
2018-09-25,Rest of S&P 500,19185.562877174507
2018-09-26,Magnificent 7,3551.9888375542714
2018-09-26,Rest of S&P 500,19114.5769339301
2018-09-27,Magnificent 7,3598.968796350084
2018-09-27,Rest of S&P 500,19130.231203649917
2018-09-28,Magnificent 7,3585.2816652613164
2018-09-28,Rest of S&P 500,19143.76218239493
2018-10-01,Magnificent 7,3611.1658769966198
2018-10-01,Rest of S&P 500,19200.636808550255
2018-10-02,Magnificent 7,3586.516570357026
2018-10-02,Rest of S&P 500,19216.23689643985
2018-10-03,Magnificent 7,3593.111088316194
2018-10-03,Rest of S&P 500,19225.866987855683
2018-10-04,Magnificent 7,3514.1255953466293
2018-10-04,Rest of S&P 500,19118.433242543997
2018-10-05,Magnificent 7,3469.993013804422
2018-10-05,Rest of S&P 500,19037.453519398703
2018-10-08,Magnificent 7,3437.222384472733
2018-10-08,Rest of S&P 500,19061.33108232414
2018-10-09,Magnificent 7,3461.8664145495877
2018-10-09,Rest of S&P 500,19004.786270997283
2018-10-10,Magnificent 7,3278.6455301782034
2018-10-10,Rest of S&P 500,18449.65793661867
2018-10-11,Magnificent 7,3247.5109987552464
2018-10-11,Rest of S&P 500,18033.775915307255
2018-10-12,Magnificent 7,3354.4548002892857
2018-10-12,Rest of S&P 500,18229.158285648216
2018-10-15,Magnificent 7,3297.1593628629676
2018-10-15,Rest of S&P 500,18159.002941824532
2018-10-16,Magnificent 7,3399.3069097185867
2018-10-16,Rest of S&P 500,18518.06848090641
2018-10-17,Magnificent 7,3397.295266063661
2018-10-17,Rest of S&P 500,18514.54242924884
2018-10-18,Magnificent 7,3309.1005405022925
2018-10-18,Rest of S&P 500,18287.38368801333
2018-10-19,Magnificent 7,3311.2622836464625
2018-10-19,Rest of S&P 500,18277.421944869162
2018-10-22,Magnificent 7,3340.988915639992
2018-10-22,Rest of S&P 500,18154.87417029751
2018-10-23,Magnificent 7,3328.0856957542082
2018-10-23,Rest of S&P 500,18049.29584721454
2018-10-24,Magnificent 7,3156.412111653629
2018-10-24,Rest of S&P 500,17561.16865006512
2018-10-25,Magnificent 7,3312.3339435208654
2018-10-25,Rest of S&P 500,17791.11258968226
2018-10-26,Magnificent 7,3196.312540610715
2018-10-26,Rest of S&P 500,17541.469002358037
2018-10-29,Magnificent 7,3077.002214214017
2018-10-29,Rest of S&P 500,17524.747785785985
2018-10-30,Magnificent 7,3097.934833411009
2018-10-30,Rest of S&P 500,17826.578252526488
2018-10-31,Magnificent 7,3205.130465611412
2018-10-31,Rest of S&P 500,17946.441458216712
2018-11-01,Magnificent 7,3251.3292697869933
2018-11-01,Rest of S&P 500,18123.557644275505
2018-11-02,Magnificent 7,3192.732935238606
2018-11-02,Rest of S&P 500,18047.135521792647
2018-11-05,Magnificent 7,3150.1217291440994
2018-11-05,Rest of S&P 500,18208.69672788715
2018-11-06,Magnificent 7,3173.4524223213593
2018-11-06,Rest of S&P 500,18319.057196819263
2018-11-07,Magnificent 7,3302.502345548199
2018-11-07,Rest of S&P 500,18645.838816561172
2018-11-08,Magnificent 7,3282.3428991207593
2018-11-08,Rest of S&P 500,18610.93171025424
2018-11-09,Magnificent 7,3218.6454853679493
2018-11-09,Rest of S&P 500,18473.232590803924
2018-11-12,Magnificent 7,3094.0275144327484
2018-11-12,Rest of S&P 500,18170.488257051624
2018-11-13,Magnificent 7,3093.1142109475854
2018-11-13,Rest of S&P 500,18139.88925584929
2018-11-14,Magnificent 7,3052.6118596801057
2018-11-14,Rest of S&P 500,18019.712749694892
2018-11-15,Magnificent 7,3103.8606570624356
2018-11-15,Rest of S&P 500,18191.69896207819
2018-11-16,Magnificent 7,3072.7127445071906
2018-11-16,Rest of S&P 500,18270.19340783656
2018-11-19,Magnificent 7,2935.752625966812
2018-11-19,Rest of S&P 500,18051.941221689438
2018-11-20,Magnificent 7,2879.4205708071395
2018-11-20,Rest of S&P 500,17727.320591302236
2018-11-21,Magnificent 7,2904.053654960265
2018-11-21,Rest of S&P 500,17765.399811836607
2018-11-23,Magnificent 7,2867.05787833562
2018-11-23,Rest of S&P 500,17666.910578695628
2018-11-26,Magnificent 7,2968.1049597070787
2018-11-26,Rest of S&P 500,17884.804659433546
2018-11-27,Magnificent 7,2967.3812631852943
2018-11-27,Rest of S&P 500,17953.5441274397
2018-11-28,Magnificent 7,3089.998376625974
2018-11-28,Rest of S&P 500,18311.56392806153
2018-11-29,Magnificent 7,3078.35437626005
2018-11-29,Rest of S&P 500,18276.486004599326
2018-11-30,Magnificent 7,3102.9414120583956
2018-11-30,Rest of S&P 500,18426.383978566602
2018-12-03,Magnificent 7,3185.8720203759563
2018-12-03,Rest of S&P 500,18579.014893686544
2018-12-04,Magnificent 7,3046.989458901688
2018-12-04,Rest of S&P 500,18013.47899812956
2018-12-06,Magnificent 7,3070.832401808468
2018-12-06,Rest of S&P 500,17957.577217332157
2018-12-07,Magnificent 7,2959.664201483179
2018-12-07,Rest of S&P 500,17578.36040789182
2018-12-10,Magnificent 7,3004.835230490401
2018-12-10,Rest of S&P 500,17569.380540993974
2018-12-11,Magnificent 7,3010.6540625328976
2018-12-11,Rest of S&P 500,17556.230165982728
2018-12-12,Magnificent 7,3035.6832473895097
2018-12-12,Rest of S&P 500,17642.663285813614
2018-12-13,Magnificent 7,3045.298448147665
2018-12-13,Rest of S&P 500,17628.91385653983
2018-12-14,Magnificent 7,2954.4833079076857
2018-12-14,Rest of S&P 500,17325.12631123294
2018-12-17,Magnificent 7,2867.819374433192
2018-12-17,Rest of S&P 500,16990.51216853556
2018-12-18,Magnificent 7,2911.2923534259376
2018-12-18,Rest of S&P 500,16948.754961027185
2018-12-19,Magnificent 7,2830.1729342414337
2018-12-19,Rest of S&P 500,16724.114761071065
2018-12-20,Magnificent 7,2773.404683807458
2018-12-20,Rest of S&P 500,16472.47070681754
2018-12-21,Magnificent 7,2654.611906907214
2018-12-21,Rest of S&P 500,16195.025007155285
2018-12-24,Magnificent 7,2583.767267357569
2018-12-24,Rest of S&P 500,15754.81349436118
2018-12-26,Magnificent 7,2783.244827776351
2018-12-26,Rest of S&P 500,16464.814791364275
2018-12-27,Magnificent 7,2777.847484614673
2018-12-27,Rest of S&P 500,16635.027124760323
2018-12-28,Magnificent 7,2782.1637314768386
2018-12-28,Rest of S&P 500,16606.608192351287
2018-12-31,Magnificent 7,2803.08304499883
2018-12-31,Rest of S&P 500,16750.347716719916
2019-01-02,Magnificent 7,2829.802421013906
2019-01-02,Rest of S&P 500,16748.431807501718
2019-01-03,Magnificent 7,2703.8256873186792
2019-01-03,Rest of S&P 500,16389.715474790693
2019-01-04,Magnificent 7,2834.2174668699886
2019-01-04,Rest of S&P 500,16914.91407609876
2019-01-07,Magnificent 7,2870.659299474831
2019-01-07,Rest of S&P 500,17016.92224349392
2019-01-08,Magnificent 7,2910.5422951225974
2019-01-08,Rest of S&P 500,17169.855019330527
2019-01-09,Magnificent 7,2936.241818496708
2019-01-09,Rest of S&P 500,17226.445876815793
2019-01-10,Magnificent 7,2933.738469692056
2019-01-10,Rest of S&P 500,17320.052692417317
2019-01-11,Magnificent 7,2912.1638002064287
2019-01-11,Rest of S&P 500,17338.664275965446
2019-01-14,Magnificent 7,2884.2396517770135
2019-01-14,Rest of S&P 500,17260.11918611361
2019-01-15,Magnificent 7,2965.9593964561727
2019-01-15,Rest of S&P 500,17394.380984403204
2019-01-16,Magnificent 7,2977.581861040919
2019-01-16,Rest of S&P 500,17427.99890067783
2019-01-17,Magnificent 7,2997.441638829098
2019-01-17,Rest of S&P 500,17563.0460564834
2019-01-18,Magnificent 7,3012.7439043283603
2019-01-18,Rest of S&P 500,17818.79379098414
2019-01-22,Magnificent 7,2932.7512068073474
2019-01-22,Rest of S&P 500,17603.8680314739
2019-01-23,Magnificent 7,2938.6806641824005
2019-01-23,Rest of S&P 500,17643.178954958224
2019-01-24,Magnificent 7,2948.0334447662185
2019-01-24,Rest of S&P 500,17662.141164608784
2019-01-25,Magnificent 7,2995.4715562492106
2019-01-25,Rest of S&P 500,17789.656519922664
2019-01-28,Magnificent 7,2935.265360442768
2019-01-28,Rest of S&P 500,17686.76540127598
2019-01-29,Magnificent 7,2877.615308563902
2019-01-29,Rest of S&P 500,17714.3846914361
2019-01-30,Magnificent 7,3007.131955840793
2019-01-30,Rest of S&P 500,17905.058425018582
2019-01-31,Magnificent 7,3070.290457735616
2019-01-31,Rest of S&P 500,18021.690303983134
2019-02-01,Magnificent 7,3007.174625796125
2019-02-01,Rest of S&P 500,18103.7596027195
2019-02-04,Magnificent 7,3065.239048478472
2019-02-04,Rest of S&P 500,18188.747865584024
2019-02-05,Magnificent 7,3108.9453539900933
2019-02-05,Rest of S&P 500,18245.114265150532
2019-02-06,Magnificent 7,3082.0652072002867
2019-02-06,Rest of S&P 500,18224.49363069034
2019-02-07,Magnificent 7,3032.0329426122494
2019-02-07,Rest of S&P 500,18075.157438247126
2019-02-08,Magnificent 7,3022.651888962651
2019-02-08,Rest of S&P 500,18098.81119697485
2019-02-11,Magnificent 7,3014.8764169912897
2019-02-11,Rest of S&P 500,18121.563963868084
2019-02-12,Magnificent 7,3064.906612875258
2019-02-12,Rest of S&P 500,18343.987234780994
2019-02-13,Magnificent 7,3061.3364482424467
2019-02-13,Rest of S&P 500,18412.297780273177
2019-02-14,Magnificent 7,3054.799295434074
2019-02-14,Rest of S&P 500,18361.894552222177
2019-02-15,Magnificent 7,3051.481908836402
2019-02-15,Rest of S&P 500,18598.198852882346
2019-02-19,Magnificent 7,3064.0405110897314
2019-02-19,Rest of S&P 500,18618.087565082144
2019-02-20,Magnificent 7,3060.422900984031
2019-02-20,Rest of S&P 500,18660.236718156593
2019-02-21,Magnificent 7,3056.988255975337
2019-02-21,Rest of S&P 500,18587.074829962163
2019-02-22,Magnificent 7,3091.503935435486
2019-02-22,Rest of S&P 500,18691.321455189514
2019-02-25,Magnificent 7,3107.778986644135
2019-02-25,Rest of S&P 500,18701.87985124649
2019-02-26,Magnificent 7,3114.4577191759513
2019-02-26,Rest of S&P 500,18677.961519105298
2019-02-27,Magnificent 7,3117.6640596172792
2019-02-27,Rest of S&P 500,18662.899026320218
2019-02-28,Magnificent 7,3108.6014366793866
2019-02-28,Rest of S&P 500,18610.420487148738
2019-03-01,Magnificent 7,3139.466637173464
2019-03-01,Rest of S&P 500,18729.314905795287
2019-03-04,Magnificent 7,3164.2897226469363
2019-03-04,Rest of S&P 500,18619.628734384314
2019-03-05,Magnificent 7,3168.114727810546
2019-03-05,Rest of S&P 500,18591.154510470704
2019-03-06,Magnificent 7,3151.065579625636
2019-03-06,Rest of S&P 500,18466.24403951499
2019-03-07,Magnificent 7,3098.466069515095
2019-03-07,Rest of S&P 500,18343.187397281778
2019-03-08,Magnificent 7,3101.2670714249666
2019-03-08,Rest of S&P 500,18294.67946177816
2019-03-11,Magnificent 7,3186.8744992190564
2019-03-11,Rest of S&P 500,18522.86588164032
2019-03-12,Magnificent 7,3204.836477328716
2019-03-12,Rest of S&P 500,18569.019675015035
2019-03-13,Magnificent 7,3231.8529659239666
2019-03-13,Rest of S&P 500,18693.32242470103
2019-03-14,Magnificent 7,3226.716561381914
2019-03-14,Rest of S&P 500,18679.42728627434
2019-03-15,Magnificent 7,3247.9664107623216
2019-03-15,Rest of S&P 500,18767.377436893927
2019-03-18,Magnificent 7,3267.916848094788
2019-03-18,Rest of S&P 500,18829.01469487396
2019-03-19,Magnificent 7,3283.7790663549654
2019-03-19,Rest of S&P 500,18810.26746684816
2019-03-20,Magnificent 7,3323.424238077905
2019-03-20,Rest of S&P 500,18705.569609578342
2019-03-21,Magnificent 7,3388.515614610677
2019-03-21,Rest of S&P 500,18879.54747132682
2019-03-22,Magnificent 7,3305.017025866572
2019-03-22,Rest of S&P 500,18540.520669445927
2019-03-25,Magnificent 7,3304.2996284790497
2019-03-25,Rest of S&P 500,18522.909209411573
2019-03-26,Magnificent 7,3308.5686897600854
2019-03-26,Rest of S&P 500,18675.419005552412
2019-03-27,Magnificent 7,3290.886789677495
2019-03-27,Rest of S&P 500,18591.000124385006
2019-03-28,Magnificent 7,3295.9543200949097
2019-03-28,Rest of S&P 500,18664.47722287384
2019-03-29,Magnificent 7,3316.7352235386447
2019-03-29,Rest of S&P 500,18791.584014742602
2019-04-01,Magnificent 7,3361.142456470603
2019-04-01,Rest of S&P 500,19002.939086498147
2019-04-02,Magnificent 7,3385.526602592651
2019-04-02,Rest of S&P 500,18978.945321235475
2019-04-03,Magnificent 7,3404.056415842017
2019-04-03,Rest of S&P 500,19008.462822439233
2019-04-04,Magnificent 7,3402.3313245877393
2019-04-04,Rest of S&P 500,19056.909837521634
2019-04-05,Magnificent 7,3420.7533798211525
2019-04-05,Rest of S&P 500,19142.61854400697
2019-04-08,Magnificent 7,3436.1830294375486
2019-04-08,Rest of S&P 500,19150.8231229062
2019-04-09,Magnificent 7,3424.4306445166
2019-04-09,Rest of S&P 500,19025.528974624023
2019-04-10,Magnificent 7,3445.028760021392
2019-04-10,Rest of S&P 500,19083.008935291105
2019-04-11,Magnificent 7,3436.57726890102
2019-04-11,Rest of S&P 500,19092.319264302107
2019-04-12,Magnificent 7,3446.2404491556113
2019-04-12,Rest of S&P 500,19231.556865297513
2019-04-15,Magnificent 7,3447.968836204403
2019-04-15,Rest of S&P 500,19215.555773170596
2019-04-16,Magnificent 7,3459.3266578362322
2019-04-16,Rest of S&P 500,19215.741799195017
2019-04-17,Magnificent 7,3482.104392076777
2019-04-17,Rest of S&P 500,19141.405227063846
2019-04-18,Magnificent 7,3493.3358802706357
2019-04-18,Rest of S&P 500,19165.898348244988
2019-04-22,Magnificent 7,3521.486095737786
2019-04-22,Rest of S&P 500,19160.67967574659
2019-04-23,Magnificent 7,3574.622641924442
2019-04-23,Rest of S&P 500,19308.08082487243
2019-04-24,Magnificent 7,3552.2180481728296
2019-04-24,Rest of S&P 500,19280.33195182717
2019-04-25,Magnificent 7,3594.974853959544
2019-04-25,Rest of S&P 500,19229.150536665453
2019-04-26,Magnificent 7,3613.536648421862
2019-04-26,Rest of S&P 500,19317.526437515637
2019-04-29,Magnificent 7,3621.969682912304
2019-04-29,Rest of S&P 500,19333.664545603322
2019-04-30,Magnificent 7,3576.8123641941706
2019-04-30,Rest of S&P 500,19400.66224518083
2019-05-01,Magnificent 7,3574.9789502507724
2019-05-01,Rest of S&P 500,19230.114897405474
2019-05-02,Magnificent 7,3553.5923152914897
2019-05-02,Rest of S&P 500,19203.063837052257
2019-05-03,Magnificent 7,3629.8323977054
2019-05-03,Rest of S&P 500,19346.158764403976
2019-05-06,Magnificent 7,3602.544017693311
2019-05-06,Rest of S&P 500,19270.721753791062
2019-05-07,Magnificent 7,3529.5413611212516
2019-05-07,Rest of S&P 500,18966.049019738122
2019-05-08,Magnificent 7,3525.0504050435093
2019-05-08,Rest of S&P 500,18934.424985581492
2019-05-09,Magnificent 7,3502.100323274433
2019-05-09,Rest of S&P 500,18889.515448209942
2019-05-10,Magnificent 7,3496.2506107421973
2019-05-10,Rest of S&P 500,18978.668627539053
2019-05-13,Magnificent 7,3360.5795054664713
2019-05-13,Rest of S&P 500,18572.00740859603
2019-05-14,Magnificent 7,3388.148607318921
2019-05-14,Rest of S&P 500,18720.2487071342
2019-05-15,Magnificent 7,3448.704402476373
2019-05-15,Rest of S&P 500,18788.783292836124
2019-05-16,Magnificent 7,3490.676659124694
2019-05-16,Rest of S&P 500,18944.61987407843
2019-05-17,Magnificent 7,3445.9644776704595
2019-05-17,Rest of S&P 500,18858.369750845166
2019-05-20,Magnificent 7,3390.014105645063
2019-05-20,Rest of S&P 500,18763.779742011186
2019-05-21,Magnificent 7,3415.740738200596
2019-05-21,Rest of S&P 500,18926.26809969003
2019-05-22,Magnificent 7,3405.791761855579
2019-05-22,Rest of S&P 500,18873.11439048817
2019-05-23,Magnificent 7,3345.6733768101535
2019-05-23,Rest of S&P 500,18667.79854701797
2019-05-24,Magnificent 7,3343.899983348409
2019-05-24,Rest of S&P 500,18699.36847368284
2019-05-28,Magnificent 7,3353.531308702272
2019-05-28,Rest of S&P 500,18505.109853407102
2019-05-29,Magnificent 7,3320.9510475257125
2019-05-29,Rest of S&P 500,18386.605104818038
2019-05-30,Magnificent 7,3329.402055610382
2019-05-30,Rest of S&P 500,18423.706782280242
2019-05-31,Magnificent 7,3262.3641437807323
2019-05-31,Rest of S&P 500,18203.704313250517
2019-06-03,Magnificent 7,3134.351013325685
2019-06-03,Rest of S&P 500,18272.358605814938
2019-06-04,Magnificent 7,3220.3944201873287
2019-06-04,Rest of S&P 500,18645.111732156423
2019-06-05,Magnificent 7,3252.3867975269327
2019-06-05,Rest of S&P 500,18791.58244075432
2019-06-06,Magnificent 7,3289.1361389309104
2019-06-06,Rest of S&P 500,18890.085784897215
2019-06-07,Magnificent 7,3375.7747705580055
2019-06-07,Rest of S&P 500,19036.27791498887
2019-06-10,Magnificent 7,3434.01156484552
2019-06-10,Rest of S&P 500,19082.482282810728
2019-06-11,Magnificent 7,3448.9840350594704
2019-06-11,Rest of S&P 500,19059.631736424904
2019-06-12,Magnificent 7,3426.3632457390117
2019-06-12,Rest of S&P 500,19036.389439807863
2019-06-13,Magnificent 7,3451.022275924631
2019-06-13,Rest of S&P 500,19103.768886184742
2019-06-14,Magnificent 7,3451.6360329766667
2019-06-14,Rest of S&P 500,19066.80781467958
2019-06-17,Magnificent 7,3488.5502916549412
2019-06-17,Rest of S&P 500,19050.875098970057
2019-06-18,Magnificent 7,3535.8759446403287
2019-06-18,Rest of S&P 500,19222.574055359673
2019-06-19,Magnificent 7,3539.669108481623
2019-06-19,Rest of S&P 500,19286.718586830877
2019-06-20,Magnificent 7,3565.1859938947673
2019-06-20,Rest of S&P 500,19477.417472902107
2019-06-21,Magnificent 7,3565.319977306132
2019-06-21,Rest of S&P 500,19448.26771800637
2019-06-24,Magnificent 7,3573.2732536661047
2019-06-24,Rest of S&P 500,19400.457508052645
2019-06-25,Magnificent 7,3494.9528191899735
2019-06-25,Rest of S&P 500,19260.610266747524
2019-06-26,Magnificent 7,3523.829969181956
2019-06-26,Rest of S&P 500,19203.654259333667
2019-06-27,Magnificent 7,3534.7131375853405
2019-06-27,Rest of S&P 500,19279.662253039656
2019-06-28,Magnificent 7,3531.343403181932
2019-06-28,Rest of S&P 500,19414.384672989945
2019-07-01,Magnificent 7,3578.483315882678
2019-07-01,Rest of S&P 500,19543.291293492322
2019-07-02,Magnificent 7,3600.4578412836463
2019-07-02,Rest of S&P 500,19589.02023488823
2019-07-03,Magnificent 7,3625.4548392254046
2019-07-03,Rest of S&P 500,19741.941693977722
2019-07-05,Magnificent 7,3623.247551133603
2019-07-05,Rest of S&P 500,19701.949763319524
2019-07-08,Magnificent 7,3604.258986077549
2019-07-08,Rest of S&P 500,19608.150633063076
2019-07-09,Magnificent 7,3633.939179358539
2019-07-09,Rest of S&P 500,19607.173906578962
2019-07-10,Magnificent 7,3682.3347114360313
