Days_From_Peak,Indexed_Price,Ticker
-686,4.628002481899740,Amazon (1997-2002)
-683,4.510837695913870,Amazon (1997-2002)
-682,4.452255442592050,Amazon (1997-2002)
-681,4.471789285237010,Amazon (1997-2002)
-680,4.647536045202490,Amazon (1997-2002)
-679,4.608468639254780,Amazon (1997-2002)
-676,4.872098695851750,Amazon (1997-2002)
-675,4.828157047536,Amazon (1997-2002)
-674,4.745167267885610,Amazon (1997-2002)
-673,4.628002481899740,Amazon (1997-2002)
-672,4.598720713203140,Amazon (1997-2002)
-669,4.549886385932950,Amazon (1997-2002)
-668,4.969729359850430,Amazon (1997-2002)
-667,4.959962438527950,Amazon (1997-2002)
-666,4.930680669831350,Amazon (1997-2002)
-665,4.862331774529260,Amazon (1997-2002)
-661,4.823283084510180,Amazon (1997-2002)
-660,4.754933630523660,Amazon (1997-2002)
-659,4.901380464548340,Amazon (1997-2002)
-658,4.940447591153840,Amazon (1997-2002)
-655,5.0673790191199700,Amazon (1997-2002)
-654,5.0673790191199700,Amazon (1997-2002)
-653,5.14547639915813,Amazon (1997-2002)
-652,5.682483879719260,Amazon (1997-2002)
-651,6.014444115689690,Amazon (1997-2002)
-648,5.955861583025650,Amazon (1997-2002)
-647,5.604368063094690,Amazon (1997-2002)
-646,5.736192449357490,Amazon (1997-2002)
-645,5.858230919026960,Amazon (1997-2002)
-644,5.994929268315580,Amazon (1997-2002)
-641,6.522169827554230,Amazon (1997-2002)
-640,6.4916511315147600,Amazon (1997-2002)
-639,6.219491360280400,Amazon (1997-2002)
-638,6.131608622333340,Amazon (1997-2002)
-637,6.14626850195249,Amazon (1997-2002)
-634,6.170676307623270,Amazon (1997-2002)
-633,6.239025202925360,Amazon (1997-2002)
-632,6.66374213986866,Amazon (1997-2002)
-631,6.561218517573310,Amazon (1997-2002)
-630,6.561218517573310,Amazon (1997-2002)
-627,6.546577633225010,Amazon (1997-2002)
-626,6.580752360218270,Amazon (1997-2002)
-625,6.380597515239790,Amazon (1997-2002)
-624,6.463587853574620,Amazon (1997-2002)
-623,6.639334892882320,Amazon (1997-2002)
-620,6.707683788184410,Amazon (1997-2002)
-619,6.680820005729870,Amazon (1997-2002)
-618,7.039644024154830,Amazon (1997-2002)
-617,7.425312271079050,Amazon (1997-2002)
-616,7.264206116119660,Amazon (1997-2002)
-613,6.9224795175111800,Amazon (1997-2002)
-612,6.71743171423604,Amazon (1997-2002)
-611,6.9224795175111800,Amazon (1997-2002)
-610,7.439953155427350,Amazon (1997-2002)
-606,7.366730297099440,Amazon (1997-2002)
-605,7.591292389064270,Amazon (1997-2002)
-604,7.508302609413880,Amazon (1997-2002)
-603,7.693816011359620,Amazon (1997-2002)
-602,7.410671386730750,Amazon (1997-2002)
-599,7.361837338802780,Amazon (1997-2002)
-598,7.269080637829910,Amazon (1997-2002)
-597,6.815081373505580,Amazon (1997-2002)
-596,6.3268895042860000,Amazon (1997-2002)
-595,6.629567971559830,Amazon (1997-2002)
-592,6.463587853574620,Amazon (1997-2002)
-591,7.469253919394800,Amazon (1997-2002)
-590,7.459486998072320,Amazon (1997-2002)
-589,7.166575452120970,Amazon (1997-2002)
-588,7.381371181447740,Amazon (1997-2002)
-585,7.439953155427350,Amazon (1997-2002)
-584,7.320351667270790,Amazon (1997-2002)
-583,7.059177866799800,Amazon (1997-2002)
-582,7.107992919456920,Amazon (1997-2002)
-581,7.21539106346253,Amazon (1997-2002)
-578,6.785781168222570,Amazon (1997-2002)
-577,7.1372746881535200,Amazon (1997-2002)
-576,7.254439753481610,Amazon (1997-2002)
-575,7.15191557250182,Amazon (1997-2002)
-574,7.000595334135750,Amazon (1997-2002)
-571,6.878537869195440,Amazon (1997-2002)
-570,7.059177866799800,Amazon (1997-2002)
-569,6.9224795175111800,Amazon (1997-2002)
-568,6.932246438833660,Amazon (1997-2002)
-567,6.71743171423604,Amazon (1997-2002)
-563,6.395238399588090,Amazon (1997-2002)
-562,6.766266320848450,Amazon (1997-2002)
-561,6.712557751210220,Amazon (1997-2002)
-560,6.883430827492100,Amazon (1997-2002)
-557,6.6881499455394400,Amazon (1997-2002)
-556,6.824848294828060,Amazon (1997-2002)
-555,6.600267207592390,Amazon (1997-2002)
-554,6.854130063524660,Amazon (1997-2002)
-553,6.9127125961887,Amazon (1997-2002)
-550,7.225157984785010,Amazon (1997-2002)
-549,8.006242404685080,Amazon (1997-2002)
-548,8.455386142570010,Amazon (1997-2002)
-547,9.763712239077610,Amazon (1997-2002)
-546,9.529383225790310,Amazon (1997-2002)
-543,10.271437950942100,Amazon (1997-2002)
-542,11.501666667411600,Amazon (1997-2002)
-541,12.341333619975700,Amazon (1997-2002)
-540,11.267336536755400,Amazon (1997-2002)
-539,11.84339382470450,Amazon (1997-2002)
-536,12.71236154123610,Amazon (1997-2002)
-535,14.479597738266600,Amazon (1997-2002)
-534,15.592661389408000,Amazon (1997-2002)
-533,15.475496324079900,Amazon (1997-2002)
-532,14.723693672876400,Amazon (1997-2002)
-529,15.42668071273830,Amazon (1997-2002)
-528,15.582894468085500,Amazon (1997-2002)
-527,17.828555613013100,Amazon (1997-2002)
-526,19.371209605439200,Amazon (1997-2002)
-522,21.79261946572780,Amazon (1997-2002)
-521,19.078298059487800,Amazon (1997-2002)
-520,16.735006809245900,Amazon (1997-2002)
-519,16.481162948584500,Amazon (1997-2002)
-518,15.543845778066400,Amazon (1997-2002)
-515,16.813123184554900,Amazon (1997-2002)
-514,17.96523552571540,Amazon (1997-2002)
-513,17.57469275708090,Amazon (1997-2002)
-512,17.711390547685100,Amazon (1997-2002)
-511,18.717057172189700,Amazon (1997-2002)
-508,21.480174077131500,Amazon (1997-2002)
-507,20.630739085876100,Amazon (1997-2002)
-506,20.93341867051880,Amazon (1997-2002)
-505,19.937518967336600,Amazon (1997-2002)
-504,19.4102772907291,Amazon (1997-2002)
-501,19.615307774786700,Amazon (1997-2002)
-500,18.58035938158550,Amazon (1997-2002)
-499,16.842422831153500,Amazon (1997-2002)
-498,17.769973080349100,Amazon (1997-2002)
-497,17.32082990114860,Amazon (1997-2002)
-494,16.910753289869200,Amazon (1997-2002)
-493,17.164616145801400,Amazon (1997-2002)
-492,16.58855997522120,Amazon (1997-2002)
-491,17.10603473050630,Amazon (1997-2002)
-490,18.121467158964500,Amazon (1997-2002)
-487,19.000202914187400,Amazon (1997-2002)
-486,19.371209605439200,Amazon (1997-2002)
-485,20.367109308621300,Amazon (1997-2002)
-484,19.91798512469170,Amazon (1997-2002)
-483,19.175949394810700,Amazon (1997-2002)
-480,18.69752332954470,Amazon (1997-2002)
-479,20.103499644006300,Amazon (1997-2002)
-478,20.113265447959900,Amazon (1997-2002)
-477,20.1718490979928,Amazon (1997-2002)
-476,20.25971228198460,Amazon (1997-2002)
-473,21.050583735846800,Amazon (1997-2002)
-472,20.56238963188950,Amazon (1997-2002)
-471,19.878937552041500,Amazon (1997-2002)
-470,18.5901251855391,Amazon (1997-2002)
-469,16.542181345392600,Amazon (1997-2002)
-466,13.083388345127500,Amazon (1997-2002)
-465,12.490235313415300,Amazon (1997-2002)
-464,13.727793969694300,Amazon (1997-2002)
-463,13.415348581098000,Amazon (1997-2002)
-462,13.473931113762000,Amazon (1997-2002)
-458,14.411248284280100,Amazon (1997-2002)
-457,13.200553410455600,Amazon (1997-2002)
-456,12.438982720560800,Amazon (1997-2002)
-455,11.882441397354700,Amazon (1997-2002)
-452,11.51143358873410,Amazon (1997-2002)
-451,11.404016449457600,Amazon (1997-2002)
-450,13.200553410455600,Amazon (1997-2002)
-449,12.02890722665020,Amazon (1997-2002)
-448,12.448749641883300,Amazon (1997-2002)
-445,13.356766048433900,Amazon (1997-2002)
-444,13.776609581035800,Amazon (1997-2002)
-443,16.42258041592050,Amazon (1997-2002)
-442,15.95392127197700,Amazon (1997-2002)
-441,17.06698604048720,Amazon (1997-2002)
-438,18.06288462630050,Amazon (1997-2002)
-437,17.672323979764000,Amazon (1997-2002)
-436,17.4379949664767,Amazon (1997-2002)
-435,16.032018652015100,Amazon (1997-2002)
-434,17.223198678465500,Amazon (1997-2002)
-431,16.35666794344680,Amazon (1997-2002)
-430,16.920520211191700,Amazon (1997-2002)
-429,14.596761686225800,Amazon (1997-2002)
-428,13.464164192439500,Amazon (1997-2002)
-427,14.245267607610400,Amazon (1997-2002)
-424,14.557712996206800,Amazon (1997-2002)
-423,14.274549376307000,Amazon (1997-2002)
-422,14.60652860754830,Amazon (1997-2002)
-421,15.163050935483600,Amazon (1997-2002)
-420,15.534078856743900,Amazon (1997-2002)
-417,16.520211638603600,Amazon (1997-2002)
-416,16.67642427658190,Amazon (1997-2002)
-415,17.184149988446400,Amazon (1997-2002)
-414,17.916419914373800,Amazon (1997-2002)
-413,18.14098200633860,Amazon (1997-2002)
-410,18.970901032851100,Amazon (1997-2002)
-409,18.170282770306100,Amazon (1997-2002)
-408,18.287447835634100,Amazon (1997-2002)
-407,19.761772486713400,Amazon (1997-2002)
-406,19.752004448022000,Amazon (1997-2002)
-403,20.464760643944200,Amazon (1997-2002)
-402,19.69342303272680,Amazon (1997-2002)
-401,20.279246124629500,Amazon (1997-2002)
-400,20.074197762670000,Amazon (1997-2002)
-399,19.459092902070700,Amazon (1997-2002)
-396,19.820353902008500,Amazon (1997-2002)
-395,20.581923474534500,Amazon (1997-2002)
-394,19.78128621671860,Amazon (1997-2002)
-393,20.464760643944200,Amazon (1997-2002)
-392,19.95703269734190,Amazon (1997-2002)
-389,19.722704801423400,Amazon (1997-2002)
-388,23.198593545451700,Amazon (1997-2002)
-387,25.620003405740300,Amazon (1997-2002)
-386,23.940631510070400,Amazon (1997-2002)
-385,28.21713963401250,Amazon (1997-2002)
-382,34.0558545882965,Amazon (1997-2002)
-381,33.509081303781800,Amazon (1997-2002)
-380,32.85490875789250,Amazon (1997-2002)
-378,33.84104042238330,Amazon (1997-2002)
-375,29.994142752365600,Amazon (1997-2002)
-374,32.72797788861080,Amazon (1997-2002)
-373,31.165788936171000,Amazon (1997-2002)
-372,29.60359998373110,Amazon (1997-2002)
-371,29.44736723311310,Amazon (1997-2002)
-368,29.837930114387300,Amazon (1997-2002)
-367,31.878542897355400,Amazon (1997-2002)
-366,33.782459007088100,Amazon (1997-2002)
-365,33.29428501577050,Amazon (1997-2002)
-364,34.83694012556550,Amazon (1997-2002)
-361,34.71977506023740,Amazon (1997-2002)
-360,37.92228833569690,Amazon (1997-2002)
-359,45.14742788389550,Amazon (1997-2002)
-358,43.233745970209200,Amazon (1997-2002)
-357,44.786182527121900,Amazon (1997-2002)
-354,49.79496281172920,Amazon (1997-2002)
-353,50.361254295724600,Amazon (1997-2002)
-352,50.77132867226630,Amazon (1997-2002)
-351,50.74204466883200,Amazon (1997-2002)
-347,54.979505220123900,Amazon (1997-2002)
-346,51.91369085263740,Amazon (1997-2002)
-345,50.18550558036360,Amazon (1997-2002)
-344,50.18550558036360,Amazon (1997-2002)
-340,55.44816548143630,Amazon (1997-2002)
-339,58.34797905961340,Amazon (1997-2002)
-338,64.67487023995270,Amazon (1997-2002)
-337,74.45811408693760,Amazon (1997-2002)
-336,75.10251859413540,Amazon (1997-2002)
-333,86.526068886238,Amazon (1997-2002)
-332,76.56707632389220,Amazon (1997-2002)
-331,69.3614549751743,Amazon (1997-2002)
-330,64.67487023995270,Amazon (1997-2002)
-329,65.78793500846300,Amazon (1997-2002)
-325,65.52432087437240,Amazon (1997-2002)
-324,52.958408401898800,Amazon (1997-2002)
-323,49.67779998113880,Amazon (1997-2002)
-322,57.64499313712040,Amazon (1997-2002)
-319,52.66549685594750,Amazon (1997-2002)
-318,53.93966386862600,Amazon (1997-2002)
-317,58.875220736220900,Amazon (1997-2002)
-316,57.5864117218252,Amazon (1997-2002)
-315,54.80376097423840,Amazon (1997-2002)
-312,54.30579883158970,Amazon (1997-2002)
-311,51.669594918027600,Amazon (1997-2002)
-310,58.93380215151610,Amazon (1997-2002)
-309,55.3017007695096,Amazon (1997-2002)
-308,54.30579883158970,Amazon (1997-2002)
-305,51.14235771089560,Amazon (1997-2002)
-304,46.865847352215700,Amazon (1997-2002)
-303,45.66491716497590,Amazon (1997-2002)
-302,51.493850672142100,Amazon (1997-2002)
-301,48.974809589170300,Amazon (1997-2002)
-297,46.221442845017800,Amazon (1997-2002)
-296,43.81956906211190,Amazon (1997-2002)
-295,41.94493248633790,Amazon (1997-2002)
-294,47.74458199006970,Amazon (1997-2002)
-291,49.9121256423195,Amazon (1997-2002)
-290,53.98360775167950,Amazon (1997-2002)
-289,51.99180834531530,Amazon (1997-2002)
-288,58.5823091902696,Amazon (1997-2002)
-287,60.04686692002630,Amazon (1997-2002)
-284,62.331577872341900,Amazon (1997-2002)
-283,56.85414179589780,Amazon (1997-2002)
-282,57.87932326777660,Amazon (1997-2002)
-281,56.297598237954000,Amazon (1997-2002)
-280,56.94200274515180,Amazon (1997-2002)
-277,57.26421617243950,Amazon (1997-2002)
-276,60.896317554446000,Amazon (1997-2002)
-275,64.26479139393560,Amazon (1997-2002)
-274,63.21031251019600,Amazon (1997-2002)
-273,62.478042584268600,Amazon (1997-2002)
-270,65.11424649783070,Amazon (1997-2002)
-269,62.71237271492480,Amazon (1997-2002)
-268,61.39426181919270,Amazon (1997-2002)
-267,64.87991636717460,Amazon (1997-2002)
-266,63.298195806827500,Amazon (1997-2002)
-263,61.86291761102960,Amazon (1997-2002)
-262,55.946105276707500,Amazon (1997-2002)
-261,57.96720209493260,Amazon (1997-2002)
-260,65.55360487780680,Amazon (1997-2002)
-259,65.17282791312590,Amazon (1997-2002)
-256,70.1230223129625,Amazon (1997-2002)
-255,77.18220129713120,Amazon (1997-2002)
-254,80.69713984854740,Amazon (1997-2002)
-253,80.14060076007900,Amazon (1997-2002)
-249,87.40480352409200,Amazon (1997-2002)
-248,85.7059201331546,Amazon (1997-2002)
-247,82.39602323948480,Amazon (1997-2002)
-246,83.88986497267590,Amazon (1997-2002)
-245,85.7059201331546,Amazon (1997-2002)
-242,86.43820793698400,Amazon (1997-2002)
-241,83.59695342672450,Amazon (1997-2002)
-240,78.73461997614190,Amazon (1997-2002)
-239,78.38313148437090,Amazon (1997-2002)
-238,89.04510996920980,Amazon (1997-2002)
-235,74.48741596827390,Amazon (1997-2002)
-234,80.60926102139140,Amazon (1997-2002)
-233,84.0070278032662,Amazon (1997-2002)
-232,89.0744118505461,Amazon (1997-2002)
-231,98.47686532442360,Amazon (1997-2002)
-228,97.10018642182280,Amazon (1997-2002)
-227,96.48506144858380,Amazon (1997-2002)
-226,90.68541641432750,Amazon (1997-2002)
-225,78.85179174568330,Amazon (1997-2002)
-224,80.63855396377670,Amazon (1997-2002)
-221,70.73814728620150,Amazon (1997-2002)
-220,67.01816260756350,Amazon (1997-2002)
-219,68.65846458320580,Amazon (1997-2002)
-218,64.38195869400140,Amazon (1997-2002)
-217,63.913298432689000,Amazon (1997-2002)
-214,68.83421329856680,Amazon (1997-2002)
-213,69.53719922105980,Amazon (1997-2002)
-212,66.98887860412920,Amazon (1997-2002)
-211,63.737554186803500,Amazon (1997-2002)
-210,62.038666326390600,Amazon (1997-2002)
-207,64.49912152459170,Amazon (1997-2002)
-206,62.15582915698090,Amazon (1997-2002)
-205,65.40715804378210,Amazon (1997-2002)
-204,61.306396400463200,Amazon (1997-2002)
-203,60.25191304724820,Amazon (1997-2002)
-200,55.06737063885340,Amazon (1997-2002)
-199,52.2847198912666,Amazon (1997-2002)
-198,56.678393080536800,Amazon (1997-2002)
-197,53.69069620572820,Amazon (1997-2002)
-196,55.653193730756100,Amazon (1997-2002)
-192,49.5899345624093,Amazon (1997-2002)
-191,52.54832955588160,Amazon (1997-2002)
-190,49.23844160116280,Amazon (1997-2002)
-189,50.82016216150990,Amazon (1997-2002)
-186,55.00878922355830,Amazon (1997-2002)
-185,52.2847198912666,Amazon (1997-2002)
-184,53.427064193735700,Amazon (1997-2002)
-183,54.335100712926000,Amazon (1997-2002)
-182,49.5899345624093,Amazon (1997-2002)
-179,43.116578670143300,Amazon (1997-2002)
-178,45.22554090709790,Amazon (1997-2002)
-177,52.34330130656180,Amazon (1997-2002)
-176,52.92912439846450,Amazon (1997-2002)
-175,52.16755706067630,Amazon (1997-2002)
-172,57.87932326777660,Amazon (1997-2002)
-171,55.06737063885340,Amazon (1997-2002)
-170,55.184533469443800,Amazon (1997-2002)
-169,53.25131994785020,Amazon (1997-2002)
-168,51.640315384068700,Amazon (1997-2002)
-165,51.87464551472490,Amazon (1997-2002)
-164,54.39368212822120,Amazon (1997-2002)
-163,58.64089060556480,Amazon (1997-2002)
-162,57.35208159116900,Amazon (1997-2002)
-161,58.142950810293600,Amazon (1997-2002)
-157,59.461043828123600,Amazon (1997-2002)
-156,57.11775146051290,Amazon (1997-2002)
-155,58.7580579056306,Amazon (1997-2002)
-154,58.816639320925800,Amazon (1997-2002)
-151,55.00878922355830,Amazon (1997-2002)
-150,59.109550866877100,Amazon (1997-2002)
-149,63.26889392549120,Amazon (1997-2002)
-148,65.40715804378210,Amazon (1997-2002)
-147,64.49912152459170,Amazon (1997-2002)
-144,61.71647077700490,Amazon (1997-2002)
-143,56.297598237954000,Amazon (1997-2002)
-142,58.78735531749140,Amazon (1997-2002)
-141,50.05859035424620,Amazon (1997-2002)
-140,53.69069620572820,Amazon (1997-2002)
-137,49.64851597770450,Amazon (1997-2002)
-136,47.33450761352800,Amazon (1997-2002)
-135,49.56063268107300,Amazon (1997-2002)
-134,47.59813515604500,Amazon (1997-2002)
-133,46.895149233552,Amazon (1997-2002)
-130,44.05389472329250,Amazon (1997-2002)
-129,44.46397356930970,Amazon (1997-2002)
-128,41.446992691066700,Amazon (1997-2002)
-127,45.57703833781990,Amazon (1997-2002)
-126,41.97423436767430,Amazon (1997-2002)
-123,40.070300380039500,Amazon (1997-2002)
-122,42.64792287830650,Amazon (1997-2002)
-121,42.61863887487210,Amazon (1997-2002)
-120,42.99941583955300,Amazon (1997-2002)
-119,45.66491716497590,Amazon (1997-2002)
-116,46.074996010993100,Amazon (1997-2002)
-115,51.200939126190700,Amazon (1997-2002)
-114,53.01698981719400,Amazon (1997-2002)
-113,49.736381396434000,Amazon (1997-2002)
-112,53.16345452912070,Amazon (1997-2002)
-109,55.47744501539510,Amazon (1997-2002)
-108,56.268318703995100,Amazon (1997-2002)
-107,62.27299645704680,Amazon (1997-2002)
-106,60.25191304724820,Amazon (1997-2002)
-105,60.22261563538730,Amazon (1997-2002)
-102,55.88752386141230,Amazon (1997-2002)
-101,58.28939764431820,Amazon (1997-2002)
-100,55.79965844268280,Amazon (1997-2002)
-99,56.297598237954000,Amazon (1997-2002)
-98,58.52372777497440,Amazon (1997-2002)
-94,58.99238356681130,Amazon (1997-2002)
-93,57.5864117218252,Amazon (1997-2002)
-92,59.63679254348460,Amazon (1997-2002)
-91,62.331577872341900,Amazon (1997-2002)
-88,59.34388099753330,Amazon (1997-2002)
-87,61.86291761102960,Amazon (1997-2002)
-86,61.45284323448790,Amazon (1997-2002)
-85,61.15993168853660,Amazon (1997-2002)
-84,59.81253678937020,Amazon (1997-2002)
-81,58.816639320925800,Amazon (1997-2002)
-80,58.34797905961340,Amazon (1997-2002)
-79,61.86291761102960,Amazon (1997-2002)
-78,58.34797905961340,Amazon (1997-2002)
-77,60.925601557880400,Amazon (1997-2002)
-74,58.64089060556480,Amazon (1997-2002)
-73,61.745754780439300,Amazon (1997-2002)
-72,75.68834168603810,Amazon (1997-2002)
-71,74.92677434824990,Amazon (1997-2002)
-70,72.40773326527810,Amazon (1997-2002)
-67,72.2319890193926,Amazon (1997-2002)
