Date,Series,Indexed_Value
2025-09-24,S&P 500 (Equal Weight),139.7445210832120
2025-09-25,S&P 500 (Equal Weight),138.59402217616300
2025-09-26,S&P 500 (Equal Weight),139.96720011779000
2025-09-29,S&P 500 (Equal Weight),140.43481363188500
2025-09-30,S&P 500 (Equal Weight),140.8059415808730
2025-10-01,S&P 500 (Equal Weight),141.1251175064840
2025-10-02,S&P 500 (Equal Weight),141.4591303953880
2025-10-03,S&P 500 (Equal Weight),141.9564404879210
2025-10-06,S&P 500 (Equal Weight),141.91190694619100
2025-10-07,S&P 500 (Equal Weight),141.2884147101130
2025-10-08,S&P 500 (Equal Weight),141.74860974256200
2025-10-09,S&P 500 (Equal Weight),140.57584406464800
2025-10-10,S&P 500 (Equal Weight),137.4064082090310
2025-10-13,S&P 500 (Equal Weight),138.74247109057300
2025-10-14,S&P 500 (Equal Weight),139.89296999762200
2025-10-15,S&P 500 (Equal Weight),140.17503086314900
2025-10-16,S&P 500 (Equal Weight),138.84638646325300
2025-10-17,S&P 500 (Equal Weight),139.55152730114500
2025-10-20,S&P 500 (Equal Weight),140.9469720136360
2025-10-21,S&P 500 (Equal Weight),141.5927310205790
2025-10-22,S&P 500 (Equal Weight),140.90985695355200
2025-10-23,S&P 500 (Equal Weight),141.57789405728700
2025-10-24,S&P 500 (Equal Weight),141.96385896956700
2025-10-27,S&P 500 (Equal Weight),142.59478101321700
2025-10-28,S&P 500 (Equal Weight),141.37006331192700
2025-10-29,S&P 500 (Equal Weight),139.78905462494200
2025-10-30,S&P 500 (Equal Weight),139.18782915973000
2025-10-31,S&P 500 (Equal Weight),139.49214547019600
2025-11-03,S&P 500 (Equal Weight),139.1507140996460
2025-11-04,S&P 500 (Equal Weight),138.23031270882200
2025-11-05,S&P 500 (Equal Weight),139.03938024532000
2025-11-06,S&P 500 (Equal Weight),138.0595970235470
2025-11-07,S&P 500 (Equal Weight),139.21751441224100
2025-11-10,S&P 500 (Equal Weight),140.01915214116600
2025-11-11,S&P 500 (Equal Weight),140.82820835173800
2025-11-12,S&P 500 (Equal Weight),141.16222124064200
2025-11-13,S&P 500 (Equal Weight),139.56637559036400
2025-11-14,S&P 500 (Equal Weight),139.05421720861200
2025-11-17,S&P 500 (Equal Weight),137.2282740421100
2025-11-18,S&P 500 (Equal Weight),137.3099226439240
2025-11-19,S&P 500 (Equal Weight),136.89424982728000
2025-11-20,S&P 500 (Equal Weight),135.22417405683300
2025-11-21,S&P 500 (Equal Weight),137.88145153069900
2025-11-24,S&P 500 (Equal Weight),138.45299174340000
2025-11-25,S&P 500 (Equal Weight),140.4199653426660
2025-11-26,S&P 500 (Equal Weight),141.39974856443900
2025-11-28,S&P 500 (Equal Weight),142.1642712332800
