quote_date,description,item_id,price,item_name
1999-12-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.8188276,Mushrooms
1999-12-01,FRESH VEG-TOMATOES-PER KG,212515,1.4972543,Tomatoes
1999-12-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.7261864,Bread
1999-12-01,SAUSAGES-PORK-PER KG,211014,3.191338,Sausages
2000-01-01,BACON-BACK-PER KG,210808,5.866643,Bacon
2000-01-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.6756154,Eggs
2000-01-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.8794386,Mushrooms
2000-01-01,FRESH VEG-TOMATOES-PER KG,212515,1.3993032,Tomatoes
2000-01-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.7258678,Bread
2000-01-01,SAUSAGES-PORK-PER KG,211014,3.165709,Sausages
2000-02-01,BACON-BACK-PER KG,210808,5.876827,Bacon
2000-02-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.6717187,Eggs
2000-02-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.8218532,Mushrooms
2000-02-01,FRESH VEG-TOMATOES-PER KG,212515,1.6151439,Tomatoes
2000-02-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.72652537,Bread
2000-02-01,SAUSAGES-PORK-PER KG,211014,3.1563118,Sausages
2000-03-01,BACON-BACK-PER KG,210808,5.9657297,Bacon
2000-03-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.7124811,Eggs
2000-03-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.8299289,Mushrooms
2000-03-01,FRESH VEG-TOMATOES-PER KG,212515,1.6658782,Tomatoes
2000-03-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.7247414,Bread
2000-03-01,SAUSAGES-PORK-PER KG,211014,3.1472375,Sausages
2000-04-01,BACON-BACK-PER KG,210808,5.962059,Bacon
2000-04-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.7068182,Eggs
2000-04-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.8806202,Mushrooms
2000-04-01,FRESH VEG-TOMATOES-PER KG,212515,1.5203731,Tomatoes
2000-04-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.72568965,Bread
2000-04-01,SAUSAGES-PORK-PER KG,211014,3.1501508,Sausages
2000-05-01,BACON-BACK-PER KG,210808,5.8899636,Bacon
2000-05-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.6897619,Eggs
2000-05-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.7981753,Mushrooms
2000-05-01,FRESH VEG-TOMATOES-PER KG,212515,1.2849064,Tomatoes
2000-05-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.72816664,Bread
2000-05-01,SAUSAGES-PORK-PER KG,211014,3.1873827,Sausages
2000-06-01,BACON-BACK-PER KG,210808,5.985927,Bacon
2000-06-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.7106837,Eggs
2000-06-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.8224187,Mushrooms
2000-06-01,FRESH VEG-TOMATOES-PER KG,212515,1.1682223,Tomatoes
2000-06-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.75015384,Bread
2000-06-01,SAUSAGES-PORK-PER KG,211014,3.197354,Sausages
2000-07-01,BACON-BACK-PER KG,210808,6.0010295,Bacon
2000-07-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.7234126,Eggs
2000-07-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.8615074,Mushrooms
2000-07-01,FRESH VEG-TOMATOES-PER KG,212515,1.2981021,Tomatoes
2000-07-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.734252,Bread
2000-07-01,SAUSAGES-PORK-PER KG,211014,3.2284315,Sausages
2000-08-01,BACON-BACK-PER KG,210808,6.056528,Bacon
2000-08-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.7364228,Eggs
2000-08-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.9054275,Mushrooms
2000-08-01,FRESH VEG-TOMATOES-PER KG,212515,1.2622263,Tomatoes
2000-08-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.7346212,Bread
2000-08-01,SAUSAGES-PORK-PER KG,211014,3.2022133,Sausages
2000-09-01,BACON-BACK-PER KG,210808,6.1354547,Bacon
2000-09-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.7565546,Eggs
2000-09-01,FRESH VEG-MUSHROOMS-PER KG,212520,2.7992885,Mushrooms
2000-09-01,FRESH VEG-TOMATOES-PER KG,212515,1.3047857,Tomatoes
2000-09-01,LARGE LOAF-WHITE-UNSLICED-800G,210102,0.7471545,Bread
2000-09-01,SAUSAGES-PORK-PER KG,211014,3.1810715,Sausages
2000-10-01,BACON-BACK-PER KG,210808,6.1265135,Bacon
2000-10-01,EGGS-LARGE-PER DOZ OR 2 X 6,211603,1.7588333,Eggs
